Tab Name,Cell Ref,Formula,Notes
Sales Grid,FT1359,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1360,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1361,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1362,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1363,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1364,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1365,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1366,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1367,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1368,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1369,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1370,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1371,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1446,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1447,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1448,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1449,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1450,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1451,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1452,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1453,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1454,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1455,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1456,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1457,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1458,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1459,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1460,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1461,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1462,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1463,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1464,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1465,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1466,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1467,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1468,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1469,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1470,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1471,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1472,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1473,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1474,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1475,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1476,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1551,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1552,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1553,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1554,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1555,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1556,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1557,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1558,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1559,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1560,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1561,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1562,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1563,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1564,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1565,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1566,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1567,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1568,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1569,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1570,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1571,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1572,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1573,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1574,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1575,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1576,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1577,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1578,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1579,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1580,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1581,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1656,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1657,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1658,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1659,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1660,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1661,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1662,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1663,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1664,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1665,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1666,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1667,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Sales Grid,FT1668,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1669,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1670,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1671,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1672,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1673,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1674,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1675,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1676,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1677,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1678,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1679,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1680,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1681,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1682,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1683,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1684,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1685,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Grid,FT1686,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Sales Approach,E7,"=1/((F7=""Show"")+(F7<>""Hide"")*(LEN(J7)>1))",Backend UI Toggle
Sales Approach,E8,"=1/((F8=""Show"")+(F8<>""Hide"")*(LEN(J8)>1))",Backend UI Toggle
Sales Approach,E9,"=1/((F9=""Show"")+(F9<>""Hide"")*(LEN(J9)>1))",Backend UI Toggle
Sales Approach,E10,"=1/((F10=""Show"")+(F10<>""Hide"")*(LEN(J10)>1))",Backend UI Toggle
Sales Approach,E11,"=1/((F11=""Show"")+(F11<>""Hide"")*(LEN(J11)>1))",Backend UI Toggle
Sales Approach,E12,"=1/((F12=""Show"")+(F12<>""Hide"")*(LEN(J12)>1))",Backend UI Toggle
Sales Approach,E13,"=1/((F13=""Show"")+(F13<>""Hide"")*(LEN(J13)>1))",Backend UI Toggle
Sales Approach,E14,"=1/((F14=""Show"")+(F14<>""Hide"")*(LEN(J14)>1))",Backend UI Toggle
Sales Approach,E15,"=1/((F15=""Show"")+(F15<>""Hide"")*(LEN(J15)>1))",Backend UI Toggle
Sales Approach,E16,"=1/((F16=""Show"")+(F16<>""Hide"")*(LEN(J16)>1))",Backend UI Toggle
Sales Approach,E17,"=1/((F17=""Show"")+(F17<>""Hide"")*(LEN(J17)>1))",Backend UI Toggle
Sales Approach,E18,"=1/((F18=""Show"")+(F18<>""Hide"")*(LEN(J18)>1))",Backend UI Toggle
Sales Approach,E19,"=1/((F19=""Show"")+(F19<>""Hide"")*(LEN(J19)>1))",Backend UI Toggle
Sales Approach,E20,"=1/((F20=""Show"")+(F20<>""Hide"")*(LEN(J20)>1))",Backend UI Toggle
Sales Approach,E21,"=1/((F21=""Show"")+(F21<>""Hide"")*(LEN(J21)>1))",Backend UI Toggle
Sales Approach,AD33,"=1/((AD34=""Show"")+(AD34<>""Hide"")*SUM(AD60:AD77))",Backend UI Toggle
Sales Approach,AF33,"=1/((AF34=""Show"")+(AF34<>""Hide"")*(pvaPropertyTypeKey<>""Lodging & Hospitality|All""))",Backend UI Toggle
Sales Approach,AG33,"=1/((AG34=""Show"")+(AG34<>""Hide"")*(pvaPropertyTypeKey=""Lodging & Hospitality|All""))",Backend UI Toggle
Sales Approach,AH33,"=1/((AH34=""Show"")+(AH34<>""Hide"")*(pvaPropertyTypeKey<>""Lodging & Hospitality|All""))",Backend UI Toggle
Sales Approach,AI33,"=1/((AI34=""Show"")+(AI34<>""Hide"")*(pvaPropertyTypeKey=""Lodging & Hospitality|All""))",Backend UI Toggle
Sales Approach,AJ33,"=1/((AJ34=""Show"")+(AJ34<>""Hide"")*(NOT($OF$197))*SUM(AJ60:AJ77))",Backend UI Toggle
Sales Approach,AK33,"=1/((AK34=""Show"")+(AK34<>""Hide"")*(pvaPropertyTypeKey=""Self-Storage|All""))",Backend UI Toggle
Sales Approach,AM33,"=1/((AM34=""Show"")+(AM34<>""Hide"")*(pvaPropertyTypeKey=""Lodging & Hospitality|All""))",Backend UI Toggle
Sales Approach,AN33,"=1/((AN34=""Show"")+(AN34<>""Hide"")*(pvaPropertyTypeKey<>""Lodging & Hospitality|All""))",Backend UI Toggle
Sales Approach,AO33,"=1/((AO34=""Show"")+(AO34<>""Hide"")*(pvaPropertyTypeKey=""Lodging & Hospitality|All""))",Backend UI Toggle
Sales Approach,X78,"=1/(Y78<>""Hide"")",Backend UI Toggle
Sales Approach,BJ96,"=1/((BJ97=""Show"")+(BJ97<>""Hide"")*(pvaPropertyTypeKey<>""Healthcare|All""))",Backend UI Toggle
Sales Approach,BD101,"=1/((BE101=""Show"")+(BE101<>""Hide"")*(BH101<>"""")*(BH101<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA101,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD102,"=1/((BE102=""Show"")+(BE102<>""Hide"")*(BH102<>"""")*(BH102<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA102,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD103,"=1/((BE103=""Show"")+(BE103<>""Hide"")*(BH103<>"""")*(BH103<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA103,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD104,"=1/((BE104=""Show"")+(BE104<>""Hide"")*(BH104<>"""")*(BH104<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA104,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD105,"=1/((BE105=""Show"")+(BE105<>""Hide"")*(BH105<>"""")*(BH105<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA105,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD106,"=1/((BE106=""Show"")+(BE106<>""Hide"")*(BH106<>"""")*(BH106<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA106,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD107,"=1/((BE107=""Show"")+(BE107<>""Hide"")*(BH107<>"""")*(BH107<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA107,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD108,"=1/((BE108=""Show"")+(BE108<>""Hide"")*(BH108<>"""")*(BH108<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA108,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD109,"=1/((BE109=""Show"")+(BE109<>""Hide"")*(BH109<>"""")*(BH109<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA109,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD110,"=1/((BE110=""Show"")+(BE110<>""Hide"")*(BH110<>"""")*(BH110<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA110,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD111,"=1/((BE111=""Show"")+(BE111<>""Hide"")*(BH111<>"""")*(BH111<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA111,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD112,"=1/((BE112=""Show"")+(BE112<>""Hide"")*(BH112<>"""")*(BH112<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA112,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD113,"=1/((BE113=""Show"")+(BE113<>""Hide"")*(BH113<>"""")*(BH113<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA113,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD114,"=1/((BE114=""Show"")+(BE114<>""Hide"")*(BH114<>"""")*(BH114<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA114,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD115,"=1/((BE115=""Show"")+(BE115<>""Hide"")*(BH115<>"""")*(BH115<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA115,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD116,"=1/((BE116=""Show"")+(BE116<>""Hide"")*(BH116<>"""")*(BH116<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA116,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD117,"=1/((BE117=""Show"")+(BE117<>""Hide"")*(BH117<>"""")*(BH117<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA117,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD118,"=1/((BE118=""Show"")+(BE118<>""Hide"")*(BH118<>"""")*(BH118<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA118,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD119,"=1/((BE119=""Show"")+(BE119<>""Hide"")*(BH119<>"""")*(BH119<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA119,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,BD120,"=1/((BE120=""Show"")+(BE120<>""Hide"")*(BH120<>"""")*(BH120<>0)*(IFERROR(IF(pvaPropertyTypeKey=""Lodging & Hospitality|All"",NOT(ISERROR(INDEX($OK$234:$OK$267,MATCH(BA120,$NY$234:$NY$267,0)))),TRUE),TRUE)))",Backend UI Toggle
Sales Approach,LM134,=1/($OF$198),Backend UI Toggle
Sales Approach,BM139,"=1/((BR139<>"""")*(LEN(BR139)<>0))",Backend UI Toggle
Sales Approach,BM140,"=1/((BR140<>"""")*(LEN(BR140)<>0))",Backend UI Toggle
Sales Approach,BM141,"=1/((BR141<>"""")*(LEN(BR141)<>0))",Backend UI Toggle
Sales Approach,BM142,"=1/((BR142<>"""")*(LEN(BR142)<>0))",Backend UI Toggle
Sales Approach,BM143,"=1/((BR143<>"""")*(LEN(BR143)<>0))",Backend UI Toggle
Sales Approach,BM144,"=1/((BR144<>"""")*(LEN(BR144)<>0))",Backend UI Toggle
