Tab Name,Field Name,Input,Calculated,Dropdown,Data Type,Notes,Cell Ref
Sales Grid,Unknown_Field_FX776,No,Yes,No,f,[HIDDEN CELL],FX776
Sales Grid,Unknown_Field_FW777,No,Yes,No,f,[HIDDEN CELL],FW777
Sales Grid,Unknown_Field_FX777,No,Yes,No,f,[HIDDEN CELL],FX777
Sales Grid,Unknown_Field_FW778,No,Yes,No,f,[HIDDEN CELL],FW778
Sales Grid,Unknown_Field_FX778,No,Yes,No,f,[HIDDEN CELL],FX778
Sales Grid,Unknown_Field_FW779,No,Yes,No,f,[HIDDEN CELL],FW779
Sales Grid,Unknown_Field_FX779,No,Yes,No,f,[HIDDEN CELL],FX779
Sales Grid,Unknown_Field_FW780,No,Yes,No,f,[HIDDEN CELL],FW780
Sales Grid,Unknown_Field_FX780,No,Yes,No,f,[HIDDEN CELL],FX780
Sales Grid,Unknown_Field_FW781,No,Yes,No,f,[HIDDEN CELL],FW781
Sales Grid,Unknown_Field_FX781,No,Yes,No,f,[HIDDEN CELL],FX781
Sales Grid,Unknown_Field_FW782,No,Yes,No,f,[HIDDEN CELL],FW782
Sales Grid,Unknown_Field_FX782,No,Yes,No,f,[HIDDEN CELL],FX782
Sales Grid,Unknown_Field_FW783,No,Yes,No,f,[HIDDEN CELL],FW783
Sales Grid,Unknown_Field_FX783,No,Yes,No,f,[HIDDEN CELL],FX783
Sales Grid,Unknown_Field_FW784,No,Yes,No,f,[HIDDEN CELL],FW784
Sales Grid,Unknown_Field_FX784,No,Yes,No,f,[HIDDEN CELL],FX784
Sales Grid,Unknown_Field_FW785,No,Yes,No,f,[HIDDEN CELL],FW785
Sales Grid,Unknown_Field_FX785,No,Yes,No,f,[HIDDEN CELL],FX785
Sales Grid,Transaction,No,Yes,No,f,[HIDDEN CELL],FW789
Sales Grid,Unknown_Field_FX789,No,Yes,No,f,[HIDDEN CELL],FX789
Sales Grid,Unknown_Field_FY789,No,Yes,No,f,[HIDDEN CELL],FY789
Sales Grid,Unknown_Field_FZ789,No,Yes,No,f,[HIDDEN CELL],FZ789
Sales Grid,Transaction,No,Yes,No,f,[HIDDEN CELL],FW790
Sales Grid,Unknown_Field_FX790,No,Yes,No,f,[HIDDEN CELL],FX790
Sales Grid,Unknown_Field_FY790,No,Yes,No,f,[HIDDEN CELL],FY790
Sales Grid,Unknown_Field_FZ790,No,Yes,No,f,[HIDDEN CELL],FZ790
Sales Grid,Transaction,No,Yes,No,f,[HIDDEN CELL],FW791
Sales Grid,Unknown_Field_FX791,No,Yes,No,f,[HIDDEN CELL],FX791
Sales Grid,Unknown_Field_FY791,No,Yes,No,f,[HIDDEN CELL],FY791
Sales Grid,Unknown_Field_FZ791,No,Yes,No,f,[HIDDEN CELL],FZ791
Sales Grid,Transaction,No,Yes,No,f,[HIDDEN CELL],FW792
Sales Grid,Unknown_Field_FX792,No,Yes,No,f,[HIDDEN CELL],FX792
Sales Grid,Unknown_Field_FY792,No,Yes,No,f,[HIDDEN CELL],FY792
Sales Grid,Unknown_Field_FZ792,No,Yes,No,f,[HIDDEN CELL],FZ792
Sales Grid,Transaction,No,Yes,No,f,[HIDDEN CELL],FW793
Sales Grid,Unknown_Field_FX793,No,Yes,No,f,[HIDDEN CELL],FX793
Sales Grid,Unknown_Field_FY793,No,Yes,No,f,[HIDDEN CELL],FY793
Sales Grid,Unknown_Field_FZ793,No,Yes,No,f,[HIDDEN CELL],FZ793
Sales Grid,Transaction,No,Yes,No,f,[HIDDEN CELL],FW794
Sales Grid,Unknown_Field_FX794,No,Yes,No,f,[HIDDEN CELL],FX794
Sales Grid,Unknown_Field_FY794,No,Yes,No,f,[HIDDEN CELL],FY794
Sales Grid,Unknown_Field_FZ794,No,Yes,No,f,[HIDDEN CELL],FZ794
Sales Grid,Unknown_Field_FW795,No,Yes,No,f,[HIDDEN CELL],FW795
Sales Grid,Unknown_Field_FX795,No,Yes,No,f,[HIDDEN CELL],FX795
Sales Grid,Unknown_Field_FY795,No,Yes,No,f,[HIDDEN CELL],FY795
Sales Grid,Unknown_Field_FZ795,No,Yes,No,f,[HIDDEN CELL],FZ795
Sales Grid,Unknown_Field_FW796,No,Yes,No,f,[HIDDEN CELL],FW796
Sales Grid,Unknown_Field_FX796,No,Yes,No,f,[HIDDEN CELL],FX796
Sales Grid,Unknown_Field_FY796,No,Yes,No,f,[HIDDEN CELL],FY796
Sales Grid,Unknown_Field_FZ796,No,Yes,No,f,[HIDDEN CELL],FZ796
Sales Grid,Unknown_Field_FW797,No,Yes,No,f,[HIDDEN CELL],FW797
Sales Grid,Unknown_Field_FX797,No,Yes,No,f,[HIDDEN CELL],FX797
Sales Grid,Unknown_Field_FY797,No,Yes,No,f,[HIDDEN CELL],FY797
Sales Grid,Unknown_Field_FZ797,No,Yes,No,f,[HIDDEN CELL],FZ797
Sales Grid,Unknown_Field_FW798,No,Yes,No,f,[HIDDEN CELL],FW798
Sales Grid,Unknown_Field_FY798,No,Yes,No,f,[HIDDEN CELL],FY798
Sales Grid,Unknown_Field_FZ798,No,Yes,No,f,[HIDDEN CELL],FZ798
Sales Grid,Unknown_Field_FW799,No,Yes,No,f,[HIDDEN CELL] | [PASS-THROUGH],FW799
Sales Grid,Unknown_Field_FW800,No,Yes,No,f,[HIDDEN CELL],FW800
Sales Grid,Unknown_Field_FX800,No,Yes,No,f,[HIDDEN CELL],FX800
Sales Grid,Unknown_Field_FY800,No,Yes,No,f,[HIDDEN CELL],FY800
Sales Grid,Unknown_Field_FZ800,No,Yes,No,f,[HIDDEN CELL],FZ800
Sales Grid,Unknown_Field_FW801,No,Yes,No,f,[HIDDEN CELL],FW801
Sales Grid,Unknown_Field_FX801,No,Yes,No,f,[HIDDEN CELL],FX801
Sales Grid,Unknown_Field_FY801,No,Yes,No,f,[HIDDEN CELL],FY801
Sales Grid,Unknown_Field_FZ801,No,Yes,No,f,[HIDDEN CELL],FZ801
Sales Grid,Unknown_Field_FW802,No,Yes,No,f,[HIDDEN CELL],FW802
Sales Grid,Unknown_Field_FX802,No,Yes,No,f,[HIDDEN CELL],FX802
Sales Grid,Unknown_Field_FY802,No,Yes,No,f,[HIDDEN CELL],FY802
Sales Grid,Unknown_Field_FZ802,No,Yes,No,f,[HIDDEN CELL],FZ802
Sales Grid,Unknown_Field_FW803,No,Yes,No,f,[HIDDEN CELL],FW803
Sales Grid,Unknown_Field_FX803,No,Yes,No,f,[HIDDEN CELL],FX803
Sales Grid,Unknown_Field_FY803,No,Yes,No,f,[HIDDEN CELL],FY803
Sales Grid,Unknown_Field_FZ803,No,Yes,No,f,[HIDDEN CELL],FZ803
Sales Grid,Unknown_Field_FW804,No,Yes,No,f,[HIDDEN CELL],FW804
Sales Grid,Unknown_Field_FX804,No,Yes,No,f,[HIDDEN CELL],FX804
Sales Grid,Unknown_Field_FY804,No,Yes,No,f,[HIDDEN CELL],FY804
Sales Grid,Unknown_Field_FZ804,No,Yes,No,f,[HIDDEN CELL],FZ804
Sales Grid,Unknown_Field_FW805,No,Yes,No,f,[HIDDEN CELL],FW805
Sales Grid,Unknown_Field_FX805,No,Yes,No,f,[HIDDEN CELL],FX805
Sales Grid,Unknown_Field_FY805,No,Yes,No,f,[HIDDEN CELL],FY805
Sales Grid,Unknown_Field_FZ805,No,Yes,No,f,[HIDDEN CELL],FZ805
Sales Grid,Unknown_Field_FW806,No,Yes,No,f,[HIDDEN CELL] | [PASS-THROUGH],FW806
Sales Grid,Unknown_Field_FW807,No,Yes,No,f,[HIDDEN CELL],FW807
Sales Grid,Unknown_Field_FX807,No,Yes,No,f,[HIDDEN CELL],FX807
Sales Grid,Unknown_Field_FY807,No,Yes,No,f,[HIDDEN CELL],FY807
Sales Grid,Unknown_Field_FZ807,No,Yes,No,f,[HIDDEN CELL],FZ807
Sales Grid,Unknown_Field_FW808,No,Yes,No,f,[HIDDEN CELL],FW808
Sales Grid,Unknown_Field_FX808,No,Yes,No,f,[HIDDEN CELL],FX808
Sales Grid,Unknown_Field_FY808,No,Yes,No,f,[HIDDEN CELL],FY808
Sales Grid,Unknown_Field_FZ808,No,Yes,No,f,[HIDDEN CELL],FZ808
Sales Grid,Unknown_Field_FW809,No,Yes,No,f,[HIDDEN CELL],FW809
Sales Grid,Unknown_Field_FX809,No,Yes,No,f,[HIDDEN CELL],FX809
Sales Grid,Unknown_Field_FY809,No,Yes,No,f,[HIDDEN CELL],FY809
Sales Grid,Unknown_Field_FW810,No,Yes,No,f,[HIDDEN CELL],FW810
Sales Grid,Unknown_Field_FX810,No,Yes,No,f,[HIDDEN CELL],FX810
Sales Grid,Unknown_Field_FY810,No,Yes,No,f,[HIDDEN CELL],FY810
Sales Grid,Unknown_Field_FW811,No,Yes,No,f,[HIDDEN CELL],FW811
Sales Grid,Unknown_Field_FX811,No,Yes,No,f,[HIDDEN CELL],FX811
Sales Grid,Unknown_Field_FY811,No,Yes,No,f,[HIDDEN CELL],FY811
Sales Grid,Unknown_Field_FZ811,No,Yes,No,f,[HIDDEN CELL],FZ811
Sales Grid,Unknown_Field_FW812,No,Yes,No,f,[HIDDEN CELL],FW812
Sales Grid,Unknown_Field_FX812,No,Yes,No,f,[HIDDEN CELL],FX812
Sales Grid,Unknown_Field_FY812,No,Yes,No,f,[HIDDEN CELL],FY812
Sales Grid,Unknown_Field_FZ812,No,Yes,No,f,[HIDDEN CELL],FZ812
Sales Grid,Unknown_Field_FW813,No,Yes,No,f,[HIDDEN CELL],FW813
Sales Grid,Unknown_Field_FX813,No,Yes,No,f,[HIDDEN CELL],FX813
Sales Grid,Unknown_Field_FY813,No,Yes,No,f,[HIDDEN CELL],FY813
Sales Grid,Unknown_Field_FZ813,No,Yes,No,f,[HIDDEN CELL],FZ813
Sales Grid,Unknown_Field_FW814,No,Yes,No,f,[HIDDEN CELL],FW814
Sales Grid,Unknown_Field_FX814,No,Yes,No,f,[HIDDEN CELL],FX814
Sales Grid,Unknown_Field_FY814,No,Yes,No,f,[HIDDEN CELL],FY814
Sales Grid,Unknown_Field_FZ814,No,Yes,No,f,[HIDDEN CELL],FZ814
Sales Grid,Unknown_Field_FT815,No,Yes,No,f,,FT815
Sales Grid,Unknown_Field_FW815,No,Yes,No,f,[PASS-THROUGH],FW815
Sales Grid,Office,No,Yes,No,f,[HIDDEN CELL],FT816
Sales Grid,Office,No,Yes,No,f,[HIDDEN CELL],FW816
Sales Grid,Office,No,Yes,No,f,[HIDDEN CELL],FX816
Sales Grid,Office,No,Yes,No,f,[HIDDEN CELL],FY816
Sales Grid,Unknown_Field_FZ816,No,Yes,No,f,[HIDDEN CELL],FZ816
Sales Grid,Unknown_Field_FT817,No,Yes,No,f,[HIDDEN CELL],FT817
Sales Grid,Unknown_Field_FW817,No,Yes,No,f,[HIDDEN CELL],FW817
Sales Grid,Unknown_Field_FX817,No,Yes,No,f,[HIDDEN CELL],FX817
Sales Grid,Unknown_Field_FY817,No,Yes,No,f,[HIDDEN CELL],FY817
Sales Grid,Unknown_Field_FZ817,No,Yes,No,f,[HIDDEN CELL],FZ817
Sales Grid,Unknown_Field_FT818,No,Yes,No,f,[HIDDEN CELL],FT818
Sales Grid,Unknown_Field_FW818,No,Yes,No,f,[HIDDEN CELL],FW818
Sales Grid,Unknown_Field_FX818,No,Yes,No,f,[HIDDEN CELL],FX818
Sales Grid,Unknown_Field_FY818,No,Yes,No,f,[HIDDEN CELL],FY818
Sales Grid,Unknown_Field_FZ818,No,Yes,No,f,[HIDDEN CELL],FZ818
Sales Grid,Unknown_Field_FT819,No,Yes,No,f,[HIDDEN CELL],FT819
Sales Grid,Unknown_Field_FW819,No,Yes,No,f,[HIDDEN CELL],FW819
Sales Grid,Unknown_Field_FX819,No,Yes,No,f,[HIDDEN CELL],FX819
Sales Grid,Unknown_Field_FY819,No,Yes,No,f,[HIDDEN CELL],FY819
Sales Grid,Unknown_Field_FZ819,No,Yes,No,f,[HIDDEN CELL],FZ819
Sales Grid,Unknown_Field_FT820,No,Yes,No,f,[HIDDEN CELL],FT820
Sales Grid,Unknown_Field_FW820,No,Yes,No,f,[HIDDEN CELL],FW820
Sales Grid,Unknown_Field_FX820,No,Yes,No,f,[HIDDEN CELL],FX820
Sales Grid,Unknown_Field_FY820,No,Yes,No,f,[HIDDEN CELL],FY820
Sales Grid,Unknown_Field_FZ820,No,Yes,No,f,[HIDDEN CELL],FZ820
Sales Grid,Unknown_Field_FT821,No,Yes,No,f,[HIDDEN CELL],FT821
Sales Grid,Unknown_Field_FW821,No,Yes,No,f,[HIDDEN CELL],FW821
Sales Grid,Unknown_Field_FX821,No,Yes,No,f,[HIDDEN CELL],FX821
Sales Grid,Unknown_Field_FY821,No,Yes,No,f,[HIDDEN CELL],FY821
Sales Grid,Unknown_Field_FZ821,No,Yes,No,f,[HIDDEN CELL],FZ821
Sales Grid,Retail / SC,No,Yes,No,f,[HIDDEN CELL],FT822
Sales Grid,Retail / SC,No,Yes,No,f,[HIDDEN CELL],FW822
Sales Grid,Retail / SC,No,Yes,No,f,[HIDDEN CELL],FX822
Sales Grid,Retail / SC,No,Yes,No,f,[HIDDEN CELL],FY822
Sales Grid,Unknown_Field_FZ822,No,Yes,No,f,[HIDDEN CELL],FZ822
Sales Grid,Unknown_Field_FT823,No,Yes,No,f,[HIDDEN CELL],FT823
Sales Grid,Unknown_Field_FW823,No,Yes,No,f,[HIDDEN CELL],FW823
Sales Grid,Unknown_Field_FX823,No,Yes,No,f,[HIDDEN CELL],FX823
Sales Grid,Unknown_Field_FY823,No,Yes,No,f,[HIDDEN CELL],FY823
Sales Grid,Unknown_Field_FZ823,No,Yes,No,f,[HIDDEN CELL],FZ823
Sales Grid,Unknown_Field_FT824,No,Yes,No,f,[HIDDEN CELL],FT824
Sales Grid,Unknown_Field_FW824,No,Yes,No,f,[HIDDEN CELL],FW824
Sales Grid,Unknown_Field_FX824,No,Yes,No,f,[HIDDEN CELL],FX824
Sales Grid,Unknown_Field_FY824,No,Yes,No,f,[HIDDEN CELL],FY824
Sales Grid,Unknown_Field_FZ824,No,Yes,No,f,[HIDDEN CELL],FZ824
Sales Grid,Unknown_Field_FT825,No,Yes,No,f,[HIDDEN CELL],FT825
Sales Grid,Unknown_Field_FW825,No,Yes,No,f,[HIDDEN CELL],FW825
Sales Grid,Unknown_Field_FY825,No,Yes,No,f,[HIDDEN CELL],FY825
Sales Grid,Unknown_Field_FT826,No,Yes,No,f,[HIDDEN CELL],FT826
Sales Grid,Unknown_Field_FW826,No,Yes,No,f,[HIDDEN CELL],FW826
Sales Grid,Unknown_Field_FY826,No,Yes,No,f,[HIDDEN CELL],FY826
Sales Grid,Unknown_Field_FT827,No,Yes,No,f,[HIDDEN CELL],FT827
Sales Grid,Unknown_Field_FW827,No,Yes,No,f,[HIDDEN CELL],FW827
Sales Grid,Unknown_Field_FX827,No,Yes,No,f,[HIDDEN CELL],FX827
Sales Grid,Unknown_Field_FY827,No,Yes,No,f,[HIDDEN CELL],FY827
Sales Grid,Unknown_Field_FZ827,No,Yes,No,f,[HIDDEN CELL],FZ827
Sales Grid,Industrial / OW,No,Yes,No,f,[HIDDEN CELL],FT828
Sales Grid,Industrial / OW,No,Yes,No,f,[HIDDEN CELL],FW828
Sales Grid,Industrial / OW,No,Yes,No,f,[HIDDEN CELL],FX828
Sales Grid,Industrial / OW,No,Yes,No,f,[HIDDEN CELL],FY828
Sales Grid,Unknown_Field_FZ828,No,Yes,No,f,[HIDDEN CELL],FZ828
Sales Grid,Unknown_Field_FT829,No,Yes,No,f,[HIDDEN CELL],FT829
Sales Grid,Unknown_Field_FW829,No,Yes,No,f,[HIDDEN CELL],FW829
Sales Grid,Unknown_Field_FX829,No,Yes,No,f,[HIDDEN CELL],FX829
Sales Grid,Unknown_Field_FY829,No,Yes,No,f,[HIDDEN CELL],FY829
Sales Grid,Unknown_Field_FZ829,No,Yes,No,f,[HIDDEN CELL],FZ829
Sales Grid,Unknown_Field_FT830,No,Yes,No,f,[HIDDEN CELL],FT830
Sales Grid,Unknown_Field_FW830,No,Yes,No,f,[HIDDEN CELL],FW830
Sales Grid,Unknown_Field_FX830,No,Yes,No,f,[HIDDEN CELL],FX830
Sales Grid,Unknown_Field_FY830,No,Yes,No,f,[HIDDEN CELL],FY830
Sales Grid,Unknown_Field_FZ830,No,Yes,No,f,[HIDDEN CELL],FZ830
Sales Grid,Unknown_Field_FT831,No,Yes,No,f,[HIDDEN CELL],FT831
Sales Grid,Unknown_Field_FW831,No,Yes,No,f,[HIDDEN CELL],FW831
Sales Grid,Unknown_Field_FX831,No,Yes,No,f,[HIDDEN CELL],FX831
Sales Grid,Unknown_Field_FY831,No,Yes,No,f,[HIDDEN CELL],FY831
Sales Grid,Unknown_Field_FZ831,No,Yes,No,f,[HIDDEN CELL],FZ831
Sales Grid,Unknown_Field_FT832,No,Yes,No,f,[HIDDEN CELL],FT832
Sales Grid,Unknown_Field_FW832,No,Yes,No,f,[HIDDEN CELL],FW832
Sales Grid,Unknown_Field_FX832,No,Yes,No,f,[HIDDEN CELL],FX832
Sales Grid,Unknown_Field_FY832,No,Yes,No,f,[HIDDEN CELL],FY832
Sales Grid,Unknown_Field_FZ832,No,Yes,No,f,[HIDDEN CELL],FZ832
Sales Grid,Unknown_Field_FT833,No,Yes,No,f,[HIDDEN CELL],FT833
Sales Grid,Unknown_Field_FW833,No,Yes,No,f,[HIDDEN CELL],FW833
Sales Grid,Unknown_Field_FX833,No,Yes,No,f,[HIDDEN CELL],FX833
Sales Grid,Unknown_Field_FY833,No,Yes,No,f,[HIDDEN CELL],FY833
Sales Grid,Unknown_Field_FZ833,No,Yes,No,f,[HIDDEN CELL],FZ833
Sales Grid,MF,No,Yes,No,f,[HIDDEN CELL],FT834
Sales Grid,MF,No,Yes,No,f,[HIDDEN CELL],FW834
Sales Grid,MF,No,Yes,No,f,[HIDDEN CELL],FX834
Sales Grid,MF,No,Yes,No,f,[HIDDEN CELL],FY834
Sales Grid,Unknown_Field_FZ834,No,Yes,No,f,[HIDDEN CELL],FZ834
Sales Grid,Unknown_Field_FT835,No,Yes,No,f,[HIDDEN CELL],FT835
Sales Grid,Unknown_Field_FW835,No,Yes,No,f,[HIDDEN CELL],FW835
Sales Grid,Unknown_Field_FX835,No,Yes,No,f,[HIDDEN CELL],FX835
Sales Grid,Unknown_Field_FY835,No,Yes,No,f,[HIDDEN CELL],FY835
Sales Grid,Unknown_Field_FZ835,No,Yes,No,f,[HIDDEN CELL],FZ835
Sales Grid,Unknown_Field_FT836,No,Yes,No,f,[HIDDEN CELL],FT836
Sales Grid,Unknown_Field_FW836,No,Yes,No,f,[HIDDEN CELL],FW836
Sales Grid,Unknown_Field_FX836,No,Yes,No,f,[HIDDEN CELL],FX836
Sales Grid,Unknown_Field_FY836,No,Yes,No,f,[HIDDEN CELL],FY836
Sales Grid,Unknown_Field_FZ836,No,Yes,No,f,[HIDDEN CELL],FZ836
Sales Grid,Unknown_Field_FT837,No,Yes,No,f,[HIDDEN CELL],FT837
Sales Grid,Unknown_Field_FW837,No,Yes,No,f,[HIDDEN CELL],FW837
Sales Grid,Unknown_Field_FX837,No,Yes,No,f,[HIDDEN CELL],FX837
Sales Grid,Unknown_Field_FY837,No,Yes,No,f,[HIDDEN CELL],FY837
Sales Grid,Unknown_Field_FZ837,No,Yes,No,f,[HIDDEN CELL],FZ837
Sales Grid,SH,No,Yes,No,f,,FT838
Sales Grid,SH,No,Yes,No,f,,FW838
Sales Grid,SH,No,Yes,No,f,,FX838
Sales Grid,SH,No,Yes,No,f,,FY838
Sales Grid,Unknown_Field_FZ838,No,Yes,No,f,,FZ838
Sales Grid,Unknown_Field_FT839,No,Yes,No,f,,FT839
Sales Grid,Unknown_Field_FW839,No,Yes,No,f,,FW839
Sales Grid,Unknown_Field_FY839,No,Yes,No,f,,FY839
Sales Grid,Unknown_Field_FT840,No,Yes,No,f,,FT840
Sales Grid,Unknown_Field_FW840,No,Yes,No,f,,FW840
Sales Grid,Unknown_Field_FY840,No,Yes,No,f,,FY840
Sales Grid,Unknown_Field_FT841,No,Yes,No,f,,FT841
Sales Grid,Unknown_Field_FW841,No,Yes,No,f,,FW841
Sales Grid,Unknown_Field_FY841,No,Yes,No,f,,FY841
Sales Grid,Unknown_Field_FT842,No,Yes,No,f,,FT842
Sales Grid,Unknown_Field_FW842,No,Yes,No,f,,FW842
Sales Grid,Unknown_Field_FY842,No,Yes,No,f,,FY842
Sales Grid,Unknown_Field_FT843,No,Yes,No,f,,FT843
Sales Grid,Unknown_Field_FW843,No,Yes,No,f,,FW843
Sales Grid,Unknown_Field_FY843,No,Yes,No,f,,FY843
Sales Grid,L & H,No,Yes,No,f,[HIDDEN CELL],FT844
Sales Grid,L & H,No,Yes,No,f,[HIDDEN CELL],FW844
Sales Grid,L & H,No,Yes,No,f,[HIDDEN CELL],FX844
Sales Grid,L & H,No,Yes,No,f,[HIDDEN CELL],FY844
Sales Grid,Unknown_Field_FZ844,No,Yes,No,f,[HIDDEN CELL],FZ844
Sales Grid,Unknown_Field_FT845,No,Yes,No,f,[HIDDEN CELL],FT845
Sales Grid,Unknown_Field_FW845,No,Yes,No,f,[HIDDEN CELL],FW845
Sales Grid,Unknown_Field_FX845,No,Yes,No,f,[HIDDEN CELL],FX845
Sales Grid,Unknown_Field_FY845,No,Yes,No,f,[HIDDEN CELL],FY845
Sales Grid,Unknown_Field_FZ845,No,Yes,No,f,[HIDDEN CELL],FZ845
Sales Grid,Unknown_Field_FT846,No,Yes,No,f,[HIDDEN CELL],FT846
Sales Grid,Unknown_Field_FW846,No,Yes,No,f,[HIDDEN CELL],FW846
Sales Grid,Unknown_Field_FX846,No,Yes,No,f,[HIDDEN CELL],FX846
Sales Grid,Unknown_Field_FY846,No,Yes,No,f,[HIDDEN CELL],FY846
Sales Grid,Unknown_Field_FZ846,No,Yes,No,f,[HIDDEN CELL],FZ846
Sales Grid,Unknown_Field_FT847,No,Yes,No,f,[PASS-THROUGH],FT847
Sales Grid,Unknown_Field_FT848,No,Yes,No,f,[PASS-THROUGH],FT848
Sales Grid,Unknown_Field_FT849,No,Yes,No,f,[HIDDEN CELL],FT849
Sales Grid,Unknown_Field_FU849,Yes,No,No,n,[HIDDEN CELL],FU849
Sales Grid,Description,No,Yes,No,f,[HIDDEN CELL],FW849
Sales Grid,No. Units,No,Yes,No,f,[HIDDEN CELL],FX849
Sales Grid,Unit Size,No,Yes,No,f,[HIDDEN CELL],FY849
Sales Grid,No. of Rooms/BR/Bath,No,Yes,No,f,[HIDDEN CELL],FZ849
Sales Grid,Unknown_Field_FT850,No,Yes,No,f,[HIDDEN CELL],FT850
Sales Grid,Unknown_Field_FU850,Yes,No,No,n,[HIDDEN CELL],FU850
Sales Grid,Description,No,Yes,No,f,[HIDDEN CELL],FW850
Sales Grid,No. Units,No,Yes,No,f,[HIDDEN CELL],FX850
Sales Grid,Unit Size,No,Yes,No,f,[HIDDEN CELL],FY850
Sales Grid,No. of Rooms/BR/Bath,No,Yes,No,f,[HIDDEN CELL],FZ850
Sales Grid,Unknown_Field_FT851,No,Yes,No,f,[HIDDEN CELL],FT851
Sales Grid,Unknown_Field_FU851,Yes,No,No,n,[HIDDEN CELL],FU851
Sales Grid,Description,No,Yes,No,f,[HIDDEN CELL],FW851
Sales Grid,No. Units,No,Yes,No,f,[HIDDEN CELL],FX851
Sales Grid,Unit Size,No,Yes,No,f,[HIDDEN CELL],FY851
Sales Grid,No. of Rooms/BR/Bath,No,Yes,No,f,[HIDDEN CELL],FZ851
Sales Grid,Unknown_Field_FT852,No,Yes,No,f,[HIDDEN CELL],FT852
Sales Grid,Unknown_Field_FU852,Yes,No,No,n,[HIDDEN CELL],FU852
Sales Grid,Description,No,Yes,No,f,[HIDDEN CELL],FW852
Sales Grid,No. Units,No,Yes,No,f,[HIDDEN CELL],FX852
Sales Grid,Unit Size,No,Yes,No,f,[HIDDEN CELL],FY852
Sales Grid,No. of Rooms/BR/Bath,No,Yes,No,f,[HIDDEN CELL],FZ852
Sales Grid,Unknown_Field_FT853,No,Yes,No,f,[HIDDEN CELL],FT853
Sales Grid,Unknown_Field_FU853,Yes,No,No,n,[HIDDEN CELL],FU853
Sales Grid,Description,No,Yes,No,f,[HIDDEN CELL],FW853
Sales Grid,No. Units,No,Yes,No,f,[HIDDEN CELL],FX853
Sales Grid,Unit Size,No,Yes,No,f,[HIDDEN CELL],FY853
Sales Grid,No. of Rooms/BR/Bath,No,Yes,No,f,[HIDDEN CELL],FZ853
Sales Grid,Unknown_Field_FT854,No,Yes,No,f,[HIDDEN CELL],FT854
Sales Grid,Unknown_Field_FU854,Yes,No,No,n,[HIDDEN CELL],FU854
Sales Grid,Description,No,Yes,No,f,[HIDDEN CELL],FW854
Sales Grid,No. Units,No,Yes,No,f,[HIDDEN CELL],FX854
Sales Grid,Unit Size,No,Yes,No,f,[HIDDEN CELL],FY854
Sales Grid,No. of Rooms/BR/Bath,No,Yes,No,f,[HIDDEN CELL],FZ854
Sales Grid,Unknown_Field_FT855,No,Yes,No,f,[HIDDEN CELL],FT855
Sales Grid,Unknown_Field_FU855,Yes,No,No,n,[HIDDEN CELL],FU855
Sales Grid,Unknown_Field_FW855,No,Yes,No,f,[HIDDEN CELL],FW855
Sales Grid,Unknown_Field_FX855,No,Yes,No,f,[HIDDEN CELL],FX855
Sales Grid,Unknown_Field_FY855,No,Yes,No,f,[HIDDEN CELL],FY855
Sales Grid,Unknown_Field_FZ855,No,Yes,No,f,[HIDDEN CELL],FZ855
Sales Grid,Unknown_Field_FT856,No,Yes,No,f,[HIDDEN CELL],FT856
Sales Grid,Unknown_Field_FU856,Yes,No,No,n,[HIDDEN CELL],FU856
Sales Grid,Unknown_Field_FW856,No,Yes,No,f,[HIDDEN CELL],FW856
Sales Grid,Unknown_Field_FX856,No,Yes,No,f,[HIDDEN CELL],FX856
Sales Grid,Unknown_Field_FY856,No,Yes,No,f,[HIDDEN CELL],FY856
Sales Grid,Unknown_Field_FZ856,No,Yes,No,f,[HIDDEN CELL],FZ856
Sales Grid,Unknown_Field_FT857,No,Yes,No,f,[HIDDEN CELL],FT857
Sales Grid,Unknown_Field_FU857,Yes,No,No,n,[HIDDEN CELL],FU857
Sales Grid,Unknown_Field_FW857,No,Yes,No,f,[HIDDEN CELL],FW857
Sales Grid,Unknown_Field_FX857,No,Yes,No,f,[HIDDEN CELL],FX857
Sales Grid,Unknown_Field_FY857,No,Yes,No,f,[HIDDEN CELL],FY857
Sales Grid,Unknown_Field_FZ857,No,Yes,No,f,[HIDDEN CELL],FZ857
Sales Grid,Unknown_Field_FT858,No,Yes,No,f,[HIDDEN CELL],FT858
Sales Grid,Unknown_Field_FU858,Yes,No,No,n,[HIDDEN CELL],FU858
Sales Grid,Unknown_Field_FW858,No,Yes,No,f,[HIDDEN CELL],FW858
Sales Grid,Unknown_Field_FX858,No,Yes,No,f,[HIDDEN CELL],FX858
Sales Grid,Unknown_Field_FY858,No,Yes,No,f,[HIDDEN CELL],FY858
Sales Grid,Unknown_Field_FZ858,No,Yes,No,f,[HIDDEN CELL],FZ858
Sales Grid,Unknown_Field_FT859,No,Yes,No,f,[HIDDEN CELL],FT859
Sales Grid,Totals,No,Yes,No,f,[HIDDEN CELL],FX859
Sales Grid,Totals,No,Yes,No,f,[HIDDEN CELL],FY859
Sales Grid,Unknown_Field_FT860,No,Yes,No,f,[HIDDEN CELL],FT860
Sales Grid,Averages,No,Yes,No,f,[HIDDEN CELL],FY860
Sales Grid,Averages,No,Yes,Yes,f,[HIDDEN CELL] | [PASS-THROUGH],FW861
Sales Grid,Averages,No,Yes,No,f,[HIDDEN CELL],FW862
Sales Grid,Unknown_Field_GC862,No,Yes,No,f,[HIDDEN CELL],GC862
