Tab Name,Field Name,Dropdown Values,Cell Ref
Improvements,Hide,ShowHideAutoDD,F109
Improvements,Hide,ShowHideAutoDD,G109
Improvements,Hide,ShowHideAutoDD,H109
Improvements,Hide,ShowHideAutoDD,I109
Improvements,Hide,ShowHideAutoDD,J109
Improvements,Show,ShowHideAutoDD,K109
Improvements,Show,ShowHideAutoDD,L109
Improvements,Hide,"""Show,Hide""",P109
Improvements,Show,ShowHideAutoDD,R109
Improvements,Unknown_Field_AM109,"""Land SF,Usable Land SF""",AM109
Improvements,Hide,ShowHideAutoDD,A110
Improvements,Hide,ShowHideAutoDD,B110
Improvements,Show,ShowHideAutoDD,C110
Improvements,Show,ShowHideAutoDD,D110
Improvements,Show,ShowHideAutoDD,E110
Improvements,Show,ShowHideAutoDD,F110
Improvements,Show,ShowHideAutoDD,G110
Improvements,Show,ShowHideAutoDD,H110
Improvements,Show,ShowHideAutoDD,I110
Improvements,Hide,ShowHideAutoDD,J110
Improvements,Show,ShowHideAutoDD,K110
Improvements,Hide,ShowHideAutoDD,L110
Improvements,Show,"""Show,Hide""",P110
Improvements,Show,ShowHideAutoDD,R110
Improvements,Surface Parking Spaces,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z110
Improvements,Hide,ShowHideAutoDD,A111
Improvements,Hide,ShowHideAutoDD,B111
Improvements,Show,ShowHideAutoDD,C111
Improvements,Show,ShowHideAutoDD,D111
Improvements,Auto,ShowHideAutoDD,E111
Improvements,Show,ShowHideAutoDD,F111
Improvements,Show,ShowHideAutoDD,G111
Improvements,Show,ShowHideAutoDD,H111
Improvements,Show,ShowHideAutoDD,I111
Improvements,Hide,ShowHideAutoDD,J111
Improvements,Show,ShowHideAutoDD,K111
Improvements,Hide,ShowHideAutoDD,L111
Improvements,Show,"""Show,Hide""",P111
Improvements,Show,ShowHideAutoDD,R111
Improvements,Covered Parking Spaces,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z111
Improvements,Hide,ShowHideAutoDD,A112
Improvements,Hide,ShowHideAutoDD,B112
Improvements,Show,ShowHideAutoDD,C112
Improvements,Show,ShowHideAutoDD,D112
Improvements,Auto,ShowHideAutoDD,E112
Improvements,Show,ShowHideAutoDD,F112
Improvements,Show,ShowHideAutoDD,G112
Improvements,Show,ShowHideAutoDD,H112
Improvements,Show,ShowHideAutoDD,I112
Improvements,Hide,ShowHideAutoDD,J112
Improvements,Show,ShowHideAutoDD,K112
Improvements,Hide,ShowHideAutoDD,L112
Improvements,Show,"""Show,Hide""",P112
Improvements,Show,ShowHideAutoDD,R112
Improvements,Garage Parking Spaces,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z112
Improvements,Hide,ShowHideAutoDD,A113
Improvements,Hide,ShowHideAutoDD,B113
Improvements,Show,ShowHideAutoDD,C113
Improvements,Show,ShowHideAutoDD,D113
Improvements,Auto,ShowHideAutoDD,E113
Improvements,Show,ShowHideAutoDD,F113
Improvements,Show,ShowHideAutoDD,G113
Improvements,Show,ShowHideAutoDD,H113
Improvements,Show,ShowHideAutoDD,I113
Improvements,Hide,ShowHideAutoDD,J113
Improvements,Show,ShowHideAutoDD,K113
Improvements,Show,ShowHideAutoDD,L113
Improvements,Show,"""Show,Hide""",P113
Improvements,Show,ShowHideAutoDD,R113
Improvements,Parking Spaces,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z113
Improvements,Hide,ShowHideAutoDD,A114
Improvements,Hide,ShowHideAutoDD,B114
Improvements,Show,ShowHideAutoDD,C114
Improvements,Show,ShowHideAutoDD,D114
Improvements,Show,ShowHideAutoDD,E114
Improvements,Show,ShowHideAutoDD,F114
Improvements,Show,ShowHideAutoDD,G114
Improvements,Show,ShowHideAutoDD,H114
Improvements,Show,ShowHideAutoDD,I114
Improvements,Hide,ShowHideAutoDD,J114
Improvements,Show,ShowHideAutoDD,K114
Improvements,Show,ShowHideAutoDD,L114
Improvements,Show,"""Show,Hide""",P114
Improvements,Show,ShowHideAutoDD,R114
Improvements,Parking Type,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z114
Improvements,Hide,ShowHideAutoDD,A115
Improvements,Hide,ShowHideAutoDD,B115
Improvements,Show,ShowHideAutoDD,C115
Improvements,Show,ShowHideAutoDD,D115
Improvements,Show,ShowHideAutoDD,E115
Improvements,Show,ShowHideAutoDD,F115
Improvements,Show,ShowHideAutoDD,G115
Improvements,Show,ShowHideAutoDD,H115
Improvements,Show,ShowHideAutoDD,I115
Improvements,Hide,ShowHideAutoDD,J115
Improvements,Show,ShowHideAutoDD,K115
Improvements,Show,ShowHideAutoDD,L115
Improvements,Show,"""Show,Hide""",P115
Improvements,Show,ShowHideAutoDD,R115
Improvements,Parking Adequacy,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z115
Improvements,Hide,ShowHideAutoDD,A116
Improvements,Hide,ShowHideAutoDD,B116
Improvements,Show,ShowHideAutoDD,C116
Improvements,Show,ShowHideAutoDD,D116
Improvements,Show,ShowHideAutoDD,E116
Improvements,Show,ShowHideAutoDD,F116
Improvements,Show,ShowHideAutoDD,G116
Improvements,Show,ShowHideAutoDD,H116
Improvements,Show,ShowHideAutoDD,I116
Improvements,Hide,ShowHideAutoDD,J116
Improvements,Show,ShowHideAutoDD,K116
Improvements,Show,ShowHideAutoDD,L116
Improvements,Show,"""Show,Hide""",P116
Improvements,Show,ShowHideAutoDD,R116
Improvements,Parking Condition,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z116
Improvements,Hide,ShowHideAutoDD,A117
Improvements,Hide,ShowHideAutoDD,B117
Improvements,Show,ShowHideAutoDD,C117
Improvements,Show,ShowHideAutoDD,D117
Improvements,Hide,ShowHideAutoDD,E117
Improvements,Show,ShowHideAutoDD,F117
Improvements,Show,ShowHideAutoDD,G117
Improvements,Show,ShowHideAutoDD,H117
Improvements,Show,ShowHideAutoDD,I117
Improvements,Hide,ShowHideAutoDD,J117
Improvements,Show,ShowHideAutoDD,K117
Improvements,Show,ShowHideAutoDD,L117
Improvements,Show,"""Show,Hide""",P117
Improvements,Show,ShowHideAutoDD,R117
Improvements,Source for Parking Count,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z117
Improvements,Hide,ShowHideAutoDD,A118
Improvements,Hide,ShowHideAutoDD,B118
Improvements,Show,ShowHideAutoDD,C118
Improvements,Show,ShowHideAutoDD,D118
Improvements,Hide,ShowHideAutoDD,E118
Improvements,Show,ShowHideAutoDD,F118
Improvements,Show,ShowHideAutoDD,G118
Improvements,Show,ShowHideAutoDD,H118
Improvements,Show,ShowHideAutoDD,I118
Improvements,Hide,ShowHideAutoDD,J118
Improvements,Show,ShowHideAutoDD,K118
Improvements,Hide,ShowHideAutoDD,L118
Improvements,Show,"""Show,Hide""",P118
Improvements,Show,ShowHideAutoDD,R118
Improvements,Parking Comments,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z118
Improvements,Hide,ShowHideAutoDD,A119
Improvements,Hide,ShowHideAutoDD,B119
Improvements,Show,ShowHideAutoDD,C119
Improvements,Show,ShowHideAutoDD,D119
Improvements,Show,ShowHideAutoDD,E119
Improvements,Hide,ShowHideAutoDD,F119
Improvements,Hide,ShowHideAutoDD,G119
Improvements,Hide,ShowHideAutoDD,H119
Improvements,Hide,ShowHideAutoDD,I119
Improvements,Hide,ShowHideAutoDD,J119
Improvements,Hide,ShowHideAutoDD,K119
Improvements,Hide,ShowHideAutoDD,L119
Improvements,Hide,"""Show,Hide""",P119
Improvements,Hide,ShowHideAutoDD,R119
Improvements,Multi-Family Units,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z119
Improvements,Hide,ShowHideAutoDD,A120
Improvements,Hide,ShowHideAutoDD,B120
Improvements,Hide,ShowHideAutoDD,C120
Improvements,Hide,ShowHideAutoDD,D120
Improvements,Hide,ShowHideAutoDD,E120
Improvements,Hide,ShowHideAutoDD,F120
Improvements,Hide,ShowHideAutoDD,G120
Improvements,Hide,ShowHideAutoDD,H120
Improvements,Hide,ShowHideAutoDD,I120
Improvements,Hide,ShowHideAutoDD,J120
Improvements,Hide,ShowHideAutoDD,K120
Improvements,Hide,ShowHideAutoDD,L120
Improvements,Hide,"""Show,Hide""",P120
Improvements,Hide,ShowHideAutoDD,R120
Improvements,Office Units,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z120
Improvements,Hide,ShowHideAutoDD,A121
Improvements,Hide,ShowHideAutoDD,B121
Improvements,Hide,ShowHideAutoDD,C121
Improvements,Hide,ShowHideAutoDD,D121
Improvements,Hide,ShowHideAutoDD,E121
Improvements,Hide,ShowHideAutoDD,F121
Improvements,Hide,ShowHideAutoDD,G121
Improvements,Hide,ShowHideAutoDD,H121
Improvements,Hide,ShowHideAutoDD,I121
Improvements,Hide,ShowHideAutoDD,J121
Improvements,Hide,ShowHideAutoDD,K121
Improvements,Hide,ShowHideAutoDD,L121
Improvements,Hide,"""Show,Hide""",P121
Improvements,Hide,ShowHideAutoDD,R121
Improvements,Retail Units,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z121
Improvements,Hide,ShowHideAutoDD,A122
Improvements,Hide,ShowHideAutoDD,B122
Improvements,Hide,ShowHideAutoDD,C122
Improvements,Hide,ShowHideAutoDD,D122
Improvements,Hide,ShowHideAutoDD,E122
Improvements,Hide,ShowHideAutoDD,F122
Improvements,Hide,ShowHideAutoDD,G122
Improvements,Hide,ShowHideAutoDD,H122
Improvements,Hide,ShowHideAutoDD,I122
Improvements,Hide,ShowHideAutoDD,J122
Improvements,Hide,ShowHideAutoDD,K122
Improvements,Hide,ShowHideAutoDD,L122
Improvements,Hide,"""Show,Hide""",P122
Improvements,Hide,ShowHideAutoDD,R122
Improvements,Industrial Units,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z122
Improvements,Hide,ShowHideAutoDD,A123
Improvements,Hide,ShowHideAutoDD,B123
Improvements,Hide,ShowHideAutoDD,C123
Improvements,Hide,ShowHideAutoDD,D123
Improvements,Hide,ShowHideAutoDD,E123
Improvements,Hide,ShowHideAutoDD,F123
Improvements,Hide,ShowHideAutoDD,G123
Improvements,Hide,ShowHideAutoDD,H123
Improvements,Hide,ShowHideAutoDD,I123
Improvements,Hide,ShowHideAutoDD,J123
Improvements,Hide,ShowHideAutoDD,K123
Improvements,Hide,ShowHideAutoDD,L123
Improvements,Hide,"""Show,Hide""",P123
Improvements,Hide,ShowHideAutoDD,R123
Improvements,Other Units,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z123
Improvements,Hide,ShowHideAutoDD,A124
Improvements,Show,ShowHideAutoDD,B124
Improvements,Show,ShowHideAutoDD,C124
Improvements,Show,ShowHideAutoDD,D124
Improvements,Show,ShowHideAutoDD,E124
Improvements,Hide,ShowHideAutoDD,F124
Improvements,Hide,ShowHideAutoDD,G124
Improvements,Hide,ShowHideAutoDD,H124
Improvements,Hide,ShowHideAutoDD,I124
Improvements,Show,ShowHideAutoDD,J124
Improvements,Hide,ShowHideAutoDD,K124
Improvements,Show,ShowHideAutoDD,L124
Improvements,Show,"""Show,Hide""",P124
Improvements,Show,ShowHideAutoDD,R124
Improvements,Number of Units,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z124
Improvements,Show,ShowHideAutoDD,A125
Improvements,Hide,ShowHideAutoDD,B125
Improvements,Hide,ShowHideAutoDD,C125
Improvements,Hide,ShowHideAutoDD,D125
Improvements,Hide,ShowHideAutoDD,E125
Improvements,Hide,ShowHideAutoDD,F125
Improvements,Hide,ShowHideAutoDD,G125
Improvements,Hide,ShowHideAutoDD,H125
Improvements,Hide,ShowHideAutoDD,I125
Improvements,Hide,ShowHideAutoDD,J125
Improvements,Hide,ShowHideAutoDD,K125
Improvements,Hide,ShowHideAutoDD,L125
Improvements,Show,"""Show,Hide""",P125
Improvements,Show,ShowHideAutoDD,R125
Improvements,Number of Rooms,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z125
Improvements,Hide,ShowHideAutoDD,A126
Improvements,Hide,ShowHideAutoDD,B126
Improvements,Hide,ShowHideAutoDD,C126
Improvements,Show,ShowHideAutoDD,D126
Improvements,Hide,ShowHideAutoDD,E126
Improvements,Hide,ShowHideAutoDD,F126
Improvements,Hide,ShowHideAutoDD,G126
Improvements,Hide,ShowHideAutoDD,H126
Improvements,Hide,ShowHideAutoDD,I126
Improvements,Hide,ShowHideAutoDD,J126
Improvements,Hide,ShowHideAutoDD,K126
Improvements,Hide,ShowHideAutoDD,L126
Improvements,Hide,ShowHideAutoDD,R126
Improvements,Number of Bedrooms,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z126
Improvements,Hide,ShowHideAutoDD,A127
Improvements,Hide,ShowHideAutoDD,B127
Improvements,Hide,ShowHideAutoDD,C127
Improvements,Show,ShowHideAutoDD,D127
Improvements,Hide,ShowHideAutoDD,E127
Improvements,Hide,ShowHideAutoDD,F127
Improvements,Hide,ShowHideAutoDD,G127
Improvements,Hide,ShowHideAutoDD,H127
Improvements,Hide,ShowHideAutoDD,I127
Improvements,Hide,ShowHideAutoDD,J127
Improvements,Hide,ShowHideAutoDD,K127
Improvements,Hide,ShowHideAutoDD,L127
Improvements,Hide,"""Show,Hide""",P127
Improvements,Show,ShowHideAutoDD,R127
Improvements,Number of Bathrooms,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z127
Improvements,Hide,ShowHideAutoDD,A128
Improvements,Hide,ShowHideAutoDD,B128
Improvements,Hide,ShowHideAutoDD,C128
Improvements,Show,ShowHideAutoDD,D128
Improvements,Hide,ShowHideAutoDD,E128
Improvements,Hide,ShowHideAutoDD,F128
Improvements,Hide,ShowHideAutoDD,G128
Improvements,Hide,ShowHideAutoDD,H128
Improvements,Hide,ShowHideAutoDD,I128
Improvements,Hide,ShowHideAutoDD,J128
Improvements,Hide,ShowHideAutoDD,K128
Improvements,Hide,ShowHideAutoDD,L128
Improvements,Hide,"""Show,Hide""",P128
Improvements,Show,ShowHideAutoDD,R128
Improvements,Number of Half Bathrooms,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z128
Improvements,Hide,ShowHideAutoDD,A129
Improvements,Hide,ShowHideAutoDD,B129
Improvements,Hide,ShowHideAutoDD,C129
Improvements,Show,ShowHideAutoDD,D129
Improvements,Hide,ShowHideAutoDD,E129
Improvements,Hide,ShowHideAutoDD,F129
Improvements,Hide,ShowHideAutoDD,G129
Improvements,Hide,ShowHideAutoDD,H129
Improvements,Hide,ShowHideAutoDD,I129
Improvements,Hide,ShowHideAutoDD,J129
Improvements,Hide,ShowHideAutoDD,K129
Improvements,Hide,ShowHideAutoDD,L129
Improvements,Hide,ShowHideAutoDD,R129
Improvements,Number of Beds,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z129
Improvements,Hide,ShowHideAutoDD,A130
Improvements,Hide,ShowHideAutoDD,B130
Improvements,Hide,ShowHideAutoDD,C130
Improvements,Hide,ShowHideAutoDD,D130
Improvements,Hide,ShowHideAutoDD,E130
Improvements,Hide,ShowHideAutoDD,F130
Improvements,Hide,ShowHideAutoDD,G130
Improvements,Hide,ShowHideAutoDD,H130
Improvements,Hide,ShowHideAutoDD,I130
Improvements,Hide,ShowHideAutoDD,J130
Improvements,Hide,ShowHideAutoDD,K130
Improvements,Hide,ShowHideAutoDD,L130
Improvements,Hide,ShowHideAutoDD,R130
Improvements,Number of Seats,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z130
Improvements,Hide,ShowHideAutoDD,A131
Improvements,Hide,ShowHideAutoDD,B131
Improvements,Hide,ShowHideAutoDD,C131
Improvements,Hide,ShowHideAutoDD,D131
Improvements,Hide,ShowHideAutoDD,E131
Improvements,Hide,ShowHideAutoDD,F131
Improvements,Hide,ShowHideAutoDD,G131
Improvements,Hide,ShowHideAutoDD,H131
Improvements,Hide,ShowHideAutoDD,I131
Improvements,Hide,ShowHideAutoDD,J131
Improvements,Hide,ShowHideAutoDD,K131
Improvements,Hide,ShowHideAutoDD,L131
Improvements,Hide,ShowHideAutoDD,R131
Improvements,Number of Bays,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z131
Improvements,Hide,ShowHideAutoDD,A132
Improvements,Hide,ShowHideAutoDD,B132
Improvements,Hide,ShowHideAutoDD,C132
Improvements,Hide,ShowHideAutoDD,D132
Improvements,Hide,ShowHideAutoDD,E132
Improvements,Hide,ShowHideAutoDD,F132
Improvements,Hide,ShowHideAutoDD,G132
Improvements,Hide,ShowHideAutoDD,H132
Improvements,Hide,ShowHideAutoDD,I132
Improvements,Hide,ShowHideAutoDD,J132
Improvements,Hide,ShowHideAutoDD,K132
Improvements,Hide,ShowHideAutoDD,L132
Improvements,Hide,ShowHideAutoDD,R132
Improvements,Number of Golf Holes,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z132
Improvements,Hide,ShowHideAutoDD,A133
Improvements,Hide,ShowHideAutoDD,B133
Improvements,Hide,ShowHideAutoDD,C133
Improvements,Hide,ShowHideAutoDD,D133
Improvements,Hide,ShowHideAutoDD,E133
Improvements,Hide,ShowHideAutoDD,F133
Improvements,Hide,ShowHideAutoDD,G133
Improvements,Hide,ShowHideAutoDD,H133
Improvements,Hide,ShowHideAutoDD,I133
Improvements,Hide,ShowHideAutoDD,J133
Improvements,Hide,ShowHideAutoDD,K133
Improvements,Hide,ShowHideAutoDD,L133
Improvements,Hide,"""Show,Hide""",P133
Improvements,Hide,ShowHideAutoDD,R133
Improvements,Number of Spaces,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z133
Improvements,Hide,ShowHideAutoDD,A134
Improvements,Hide,ShowHideAutoDD,B134
Improvements,Hide,ShowHideAutoDD,C134
Improvements,Hide,ShowHideAutoDD,D134
Improvements,Hide,ShowHideAutoDD,E134
Improvements,Hide,ShowHideAutoDD,F134
Improvements,Hide,ShowHideAutoDD,G134
Improvements,Hide,ShowHideAutoDD,H134
Improvements,Hide,ShowHideAutoDD,I134
Improvements,Hide,ShowHideAutoDD,J134
Improvements,Hide,ShowHideAutoDD,K134
Improvements,Show,ShowHideAutoDD,L134
Improvements,Hide,ShowHideAutoDD,R134
Improvements,Number of Climate Controlled Units,"""Sum,Average,MAX,Building 1,Concatenate,TextJoin""",Z134
Improvements,Unknown_Field_A141,ShowHideAutoDD,A141
Improvements,Hide,ShowHideAutoDD,B141
Improvements,Show,ShowHideAutoDD,C141
Improvements,Show,ShowHideAutoDD,D141
Improvements,Show,ShowHideAutoDD,E141
Improvements,Show,ShowHideAutoDD,F141
Improvements,Show,ShowHideAutoDD,G141
Improvements,Show,ShowHideAutoDD,H141
Improvements,Show,ShowHideAutoDD,I141
Improvements,Hide,ShowHideAutoDD,J141
Improvements,Show,ShowHideAutoDD,K141
Improvements,Show,ShowHideAutoDD,L141
Improvements,Show,"""Show,Hide""",P141
Improvements,Show,ShowHideAutoDD,R141
Improvements,Foundation,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z141
Improvements,Hide,ShowHideAutoDD,A142
Improvements,Hide,ShowHideAutoDD,B142
Improvements,Auto,ShowHideAutoDD,C142
Improvements,Auto,ShowHideAutoDD,D142
Improvements,Auto,ShowHideAutoDD,E142
Improvements,Auto,ShowHideAutoDD,F142
Improvements,Auto,ShowHideAutoDD,G142
Improvements,Auto,ShowHideAutoDD,H142
Improvements,Auto,ShowHideAutoDD,I142
Improvements,Hide,ShowHideAutoDD,J142
Improvements,Auto,ShowHideAutoDD,K142
Improvements,Hide,ShowHideAutoDD,L142
Improvements,Auto,"""Show,Hide""",P142
Improvements,Show,ShowHideAutoDD,R142
Improvements,Basement Size (SF),"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z142
Improvements,Hide,ShowHideAutoDD,A143
Improvements,Hide,ShowHideAutoDD,B143
Improvements,Hide,ShowHideAutoDD,C143
Improvements,Hide,ShowHideAutoDD,D143
Improvements,Hide,ShowHideAutoDD,E143
Improvements,Hide,ShowHideAutoDD,F143
Improvements,Hide,ShowHideAutoDD,G143
Improvements,Hide,ShowHideAutoDD,H143
Improvements,Hide,ShowHideAutoDD,I143
Improvements,Hide,ShowHideAutoDD,J143
Improvements,Hide,ShowHideAutoDD,K143
Improvements,Hide,ShowHideAutoDD,L143
Improvements,Hide,"""Show,Hide""",P143
Improvements,Hide,ShowHideAutoDD,R143
Improvements,Basement Size (Meters),"""Sum,Building 1,Concatenate""",Z143
Improvements,Hide,ShowHideAutoDD,A144
Improvements,Hide,ShowHideAutoDD,B144
Improvements,Hide,ShowHideAutoDD,C144
Improvements,Hide,ShowHideAutoDD,D144
Improvements,Hide,ShowHideAutoDD,E144
Improvements,Hide,ShowHideAutoDD,F144
Improvements,Hide,ShowHideAutoDD,G144
Improvements,Hide,ShowHideAutoDD,H144
Improvements,Hide,ShowHideAutoDD,I144
Improvements,Hide,ShowHideAutoDD,J144
Improvements,Hide,ShowHideAutoDD,K144
Improvements,Hide,ShowHideAutoDD,L144
Improvements,Hide,"""Show,Hide""",P144
Improvements,Show,ShowHideAutoDD,R144
Improvements,Hide,ShowHideAutoDD,A145
Improvements,Hide,ShowHideAutoDD,B145
Improvements,Auto,ShowHideAutoDD,C145
Improvements,Auto,ShowHideAutoDD,D145
Improvements,Auto,ShowHideAutoDD,E145
Improvements,Auto,ShowHideAutoDD,F145
Improvements,Auto,ShowHideAutoDD,G145
Improvements,Auto,ShowHideAutoDD,H145
Improvements,Auto,ShowHideAutoDD,I145
Improvements,Hide,ShowHideAutoDD,J145
Improvements,Auto,ShowHideAutoDD,K145
Improvements,Hide,ShowHideAutoDD,L145
Improvements,Auto,"""Show,Hide""",P145
Improvements,Show,ShowHideAutoDD,R145
Improvements,Basement Use/Finish,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z145
Improvements,Hide,ShowHideAutoDD,A146
Improvements,Hide,ShowHideAutoDD,B146
Improvements,Show,ShowHideAutoDD,C146
Improvements,Show,ShowHideAutoDD,D146
Improvements,Show,ShowHideAutoDD,E146
Improvements,Show,ShowHideAutoDD,F146
Improvements,Show,ShowHideAutoDD,G146
Improvements,Show,ShowHideAutoDD,H146
Improvements,Show,ShowHideAutoDD,I146
Improvements,Hide,ShowHideAutoDD,J146
Improvements,Show,ShowHideAutoDD,K146
Improvements,Show,ShowHideAutoDD,L146
Improvements,Show,"""Show,Hide""",P146
Improvements,Show,ShowHideAutoDD,R146
Improvements,Frame,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z146
Improvements,Hide,ShowHideAutoDD,A147
Improvements,Hide,ShowHideAutoDD,B147
Improvements,Hide,ShowHideAutoDD,C147
Improvements,Hide,ShowHideAutoDD,D147
Improvements,Hide,ShowHideAutoDD,E147
Improvements,Hide,ShowHideAutoDD,F147
Improvements,Hide,ShowHideAutoDD,G147
Improvements,Hide,ShowHideAutoDD,H147
Improvements,Hide,ShowHideAutoDD,I147
Improvements,Hide,ShowHideAutoDD,J147
Improvements,Show,ShowHideAutoDD,K147
Improvements,Hide,ShowHideAutoDD,L147
Improvements,Hide,"""Show,Hide""",P147
Improvements,Show,ShowHideAutoDD,R147
Improvements,Column Spacing (Feet),"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z147
Improvements,Hide,ShowHideAutoDD,A148
Improvements,Hide,ShowHideAutoDD,B148
Improvements,Hide,ShowHideAutoDD,C148
Improvements,Hide,ShowHideAutoDD,D148
Improvements,Hide,ShowHideAutoDD,E148
Improvements,Hide,ShowHideAutoDD,F148
Improvements,Hide,ShowHideAutoDD,G148
Improvements,Hide,ShowHideAutoDD,H148
Improvements,Hide,ShowHideAutoDD,I148
Improvements,Hide,ShowHideAutoDD,J148
Improvements,Hide,ShowHideAutoDD,K148
Improvements,Hide,ShowHideAutoDD,L148
Improvements,Hide,"""Show,Hide""",P148
Improvements,Hide,ShowHideAutoDD,R148
Improvements,Column Spacing (Meters),"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z148
Improvements,Hide,ShowHideAutoDD,A149
Improvements,Hide,ShowHideAutoDD,B149
Improvements,Hide,ShowHideAutoDD,C149
Improvements,Hide,ShowHideAutoDD,D149
Improvements,Hide,ShowHideAutoDD,E149
Improvements,Hide,ShowHideAutoDD,F149
Improvements,Hide,ShowHideAutoDD,G149
Improvements,Hide,ShowHideAutoDD,H149
Improvements,Hide,ShowHideAutoDD,I149
Improvements,Hide,ShowHideAutoDD,J149
Improvements,Show,ShowHideAutoDD,K149
Improvements,Hide,ShowHideAutoDD,L149
Improvements,Hide,ShowHideAutoDD,R149
Improvements,Typical Bay Depth (Feet),"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z149
Improvements,Hide,ShowHideAutoDD,A150
Improvements,Hide,ShowHideAutoDD,B150
Improvements,Hide,ShowHideAutoDD,C150
Improvements,Hide,ShowHideAutoDD,D150
Improvements,Hide,ShowHideAutoDD,E150
Improvements,Hide,ShowHideAutoDD,F150
Improvements,Hide,ShowHideAutoDD,G150
Improvements,Hide,ShowHideAutoDD,H150
Improvements,Hide,ShowHideAutoDD,I150
Improvements,Hide,ShowHideAutoDD,J150
Improvements,Hide,ShowHideAutoDD,K150
Improvements,Hide,ShowHideAutoDD,L150
Improvements,Hide,ShowHideAutoDD,R150
Improvements,Typical Bay Depth (Meters),"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z150
Improvements,Hide,ShowHideAutoDD,A151
Improvements,Hide,ShowHideAutoDD,B151
Improvements,Show,ShowHideAutoDD,C151
Improvements,Show,ShowHideAutoDD,D151
Improvements,Show,ShowHideAutoDD,E151
Improvements,Show,ShowHideAutoDD,F151
Improvements,Show,ShowHideAutoDD,G151
Improvements,Show,ShowHideAutoDD,H151
Improvements,Show,ShowHideAutoDD,I151
Improvements,Hide,ShowHideAutoDD,J151
Improvements,Show,ShowHideAutoDD,K151
Improvements,Show,ShowHideAutoDD,L151
Improvements,Show,"""Show,Hide""",P151
Improvements,Show,ShowHideAutoDD,R151
Improvements,Exterior Walls,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z151
Improvements,Hide,ShowHideAutoDD,A152
Improvements,Hide,ShowHideAutoDD,B152
Improvements,Show,ShowHideAutoDD,C152
Improvements,Show,ShowHideAutoDD,D152
Improvements,Show,ShowHideAutoDD,E152
Improvements,Show,ShowHideAutoDD,F152
Improvements,Show,ShowHideAutoDD,G152
Improvements,Show,ShowHideAutoDD,H152
Improvements,Show,ShowHideAutoDD,I152
Improvements,Hide,ShowHideAutoDD,J152
Improvements,Show,ShowHideAutoDD,K152
Improvements,Show,ShowHideAutoDD,L152
Improvements,Show,"""Show,Hide""",P152
Improvements,Show,ShowHideAutoDD,R152
Improvements,Windows,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z152
Improvements,Hide,ShowHideAutoDD,A153
Improvements,Hide,ShowHideAutoDD,B153
Improvements,Show,ShowHideAutoDD,C153
Improvements,Show,ShowHideAutoDD,D153
Improvements,Show,ShowHideAutoDD,E153
Improvements,Show,ShowHideAutoDD,F153
Improvements,Show,ShowHideAutoDD,G153
Improvements,Show,ShowHideAutoDD,H153
Improvements,Show,ShowHideAutoDD,I153
Improvements,Hide,ShowHideAutoDD,J153
Improvements,Show,ShowHideAutoDD,K153
Improvements,Show,ShowHideAutoDD,L153
Improvements,Show,"""Show,Hide""",P153
Improvements,Show,ShowHideAutoDD,R153
Improvements,Roof Type,"""Sum,Average,MAX,Building 1,Concatenate,Unique Values""",Z153
Improvements,Hide,ShowHideAutoDD,A154
Improvements,Hide,ShowHideAutoDD,B154
Improvements,Show,ShowHideAutoDD,C154
Improvements,Show,ShowHideAutoDD,D154
