Tab Name,Field Name,Formula Logic,Depends On,Cell Ref
Land Comp Profiles,Rev Unit1,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D263,INDEX(L$97:L$188,$E263))),"""",INDEX(CompTableDataLand,$D263,INDEX(L$97:L$188,$E263))),"""")",,Y263
Land Comp Profiles,Rev Unit2,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D263,_xlfn.SINGLE(INDEX(N$97:N$188,$E263))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D263,_xlfn.SINGLE(INDEX(N$97:N$188,$E263))))),"""")",,Z263
Land Comp Profiles,Occupied Units,"=IFERROR(P263-IF(ISNUMBER(R263),R263,0),0)",,AJ263
Land Comp Profiles,Unknown_Field_B264,=B263,,B264
Land Comp Profiles,Unknown_Field_C264,=C263,,C264
Land Comp Profiles,Unknown_Field_D264,=D263,,D264
Land Comp Profiles,Unknown_Field_E264,=E263+1,,E264
Land Comp Profiles,Unknown_Field_F264,=F263+1,,F264
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y264="""","""",Y264)&IF(Z264="""","""","" / ""&Z264),IF(Y264="""","""",IF(Y264=0,""Studio"",Y264&"" BR"")&IF(Z264>0,""/""&Z264&"" BA"",""""))),"""")",,L264
Land Comp Profiles,Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D264,INDEX(P$97:P$188,$E264))),"""",INDEX(CompTableDataLand,$D264,INDEX(P$97:P$188,$E264))),"""")",,P264
Land Comp Profiles,Vacant Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D264,INDEX(R$97:R$188,$E264))),"""",INDEX(CompTableDataLand,$D264,INDEX(R$97:R$188,$E264))),"""")",,R264
Land Comp Profiles,Unknown_Field_T264,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D264,INDEX(T$97:T$188,$E264))),"""",INDEX(CompTableDataLand,$D264,INDEX(T$97:T$188,$E264))),"""")",,T264
Land Comp Profiles,Asking Rent/Unit,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D264,INDEX(V$97:V$188,$E264))),"""",INDEX(CompTableDataLand,$D264,INDEX(V$97:V$188,$E264))),"""")",,V264
Land Comp Profiles,Rev Unit1,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D264,INDEX(L$97:L$188,$E264))),"""",INDEX(CompTableDataLand,$D264,INDEX(L$97:L$188,$E264))),"""")",,Y264
Land Comp Profiles,Rev Unit2,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D264,_xlfn.SINGLE(INDEX(N$97:N$188,$E264))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D264,_xlfn.SINGLE(INDEX(N$97:N$188,$E264))))),"""")",,Z264
Land Comp Profiles,Occupied Units,"=IFERROR(P264-IF(ISNUMBER(R264),R264,0),0)",,AJ264
Land Comp Profiles,Unknown_Field_B265,=B264,,B265
Land Comp Profiles,Unknown_Field_C265,=C264,,C265
Land Comp Profiles,Unknown_Field_D265,=D264,,D265
Land Comp Profiles,Unknown_Field_E265,=E264+1,,E265
Land Comp Profiles,Unknown_Field_F265,=F264+1,,F265
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y265="""","""",Y265)&IF(Z265="""","""","" / ""&Z265),IF(Y265="""","""",IF(Y265=0,""Studio"",Y265&"" BR"")&IF(Z265>0,""/""&Z265&"" BA"",""""))),"""")",,L265
Land Comp Profiles,Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D265,INDEX(P$97:P$188,$E265))),"""",INDEX(CompTableDataLand,$D265,INDEX(P$97:P$188,$E265))),"""")",,P265
Land Comp Profiles,Vacant Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D265,INDEX(R$97:R$188,$E265))),"""",INDEX(CompTableDataLand,$D265,INDEX(R$97:R$188,$E265))),"""")",,R265
Land Comp Profiles,Unknown_Field_T265,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D265,INDEX(T$97:T$188,$E265))),"""",INDEX(CompTableDataLand,$D265,INDEX(T$97:T$188,$E265))),"""")",,T265
Land Comp Profiles,Asking Rent/Unit,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D265,INDEX(V$97:V$188,$E265))),"""",INDEX(CompTableDataLand,$D265,INDEX(V$97:V$188,$E265))),"""")",,V265
Land Comp Profiles,Rev Unit1,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D265,INDEX(L$97:L$188,$E265))),"""",INDEX(CompTableDataLand,$D265,INDEX(L$97:L$188,$E265))),"""")",,Y265
Land Comp Profiles,Rev Unit2,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D265,_xlfn.SINGLE(INDEX(N$97:N$188,$E265))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D265,_xlfn.SINGLE(INDEX(N$97:N$188,$E265))))),"""")",,Z265
Land Comp Profiles,Occupied Units,"=IFERROR(P265-IF(ISNUMBER(R265),R265,0),0)",,AJ265
Land Comp Profiles,Unknown_Field_B266,=B265,,B266
Land Comp Profiles,Unknown_Field_C266,=C265,,C266
Land Comp Profiles,Unknown_Field_D266,=D265,,D266
Land Comp Profiles,Unknown_Field_E266,=E265+1,,E266
Land Comp Profiles,Unknown_Field_F266,=F265+1,,F266
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y266="""","""",Y266)&IF(Z266="""","""","" / ""&Z266),IF(Y266="""","""",IF(Y266=0,""Studio"",Y266&"" BR"")&IF(Z266>0,""/""&Z266&"" BA"",""""))),"""")",,L266
Land Comp Profiles,Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D266,INDEX(P$97:P$188,$E266))),"""",INDEX(CompTableDataLand,$D266,INDEX(P$97:P$188,$E266))),"""")",,P266
Land Comp Profiles,Vacant Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D266,INDEX(R$97:R$188,$E266))),"""",INDEX(CompTableDataLand,$D266,INDEX(R$97:R$188,$E266))),"""")",,R266
Land Comp Profiles,Unknown_Field_T266,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D266,INDEX(T$97:T$188,$E266))),"""",INDEX(CompTableDataLand,$D266,INDEX(T$97:T$188,$E266))),"""")",,T266
Land Comp Profiles,Asking Rent/Unit,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D266,INDEX(V$97:V$188,$E266))),"""",INDEX(CompTableDataLand,$D266,INDEX(V$97:V$188,$E266))),"""")",,V266
Land Comp Profiles,Rev Unit1,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D266,INDEX(L$97:L$188,$E266))),"""",INDEX(CompTableDataLand,$D266,INDEX(L$97:L$188,$E266))),"""")",,Y266
Land Comp Profiles,Rev Unit2,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D266,_xlfn.SINGLE(INDEX(N$97:N$188,$E266))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D266,_xlfn.SINGLE(INDEX(N$97:N$188,$E266))))),"""")",,Z266
Land Comp Profiles,Occupied Units,"=IFERROR(P266-IF(ISNUMBER(R266),R266,0),0)",,AJ266
Land Comp Profiles,Unknown_Field_B267,=B266,,B267
Land Comp Profiles,Unknown_Field_C267,=C266,,C267
Land Comp Profiles,Unknown_Field_D267,=D266,,D267
Land Comp Profiles,Unknown_Field_E267,=E266+1,,E267
Land Comp Profiles,Unknown_Field_F267,=F266+1,,F267
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y267="""","""",Y267)&IF(Z267="""","""","" / ""&Z267),IF(Y267="""","""",IF(Y267=0,""Studio"",Y267&"" BR"")&IF(Z267>0,""/""&Z267&"" BA"",""""))),"""")",,L267
Land Comp Profiles,Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D267,INDEX(P$97:P$188,$E267))),"""",INDEX(CompTableDataLand,$D267,INDEX(P$97:P$188,$E267))),"""")",,P267
Land Comp Profiles,Vacant Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D267,INDEX(R$97:R$188,$E267))),"""",INDEX(CompTableDataLand,$D267,INDEX(R$97:R$188,$E267))),"""")",,R267
Land Comp Profiles,Unknown_Field_T267,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D267,INDEX(T$97:T$188,$E267))),"""",INDEX(CompTableDataLand,$D267,INDEX(T$97:T$188,$E267))),"""")",,T267
Land Comp Profiles,Asking Rent/Unit,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D267,INDEX(V$97:V$188,$E267))),"""",INDEX(CompTableDataLand,$D267,INDEX(V$97:V$188,$E267))),"""")",,V267
Land Comp Profiles,Rev Unit1,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D267,INDEX(L$97:L$188,$E267))),"""",INDEX(CompTableDataLand,$D267,INDEX(L$97:L$188,$E267))),"""")",,Y267
Land Comp Profiles,Rev Unit2,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D267,_xlfn.SINGLE(INDEX(N$97:N$188,$E267))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D267,_xlfn.SINGLE(INDEX(N$97:N$188,$E267))))),"""")",,Z267
Land Comp Profiles,Occupied Units,"=IFERROR(P267-IF(ISNUMBER(R267),R267,0),0)",,AJ267
Land Comp Profiles,Unknown_Field_B268,=B267,,B268
Land Comp Profiles,Unknown_Field_C268,=C267,,C268
Land Comp Profiles,Unknown_Field_D268,=D267,,D268
Land Comp Profiles,Unknown_Field_E268,=E267+1,,E268
Land Comp Profiles,Unknown_Field_F268,=F267+1,,F268
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y268="""","""",Y268)&IF(Z268="""","""","" / ""&Z268),IF(Y268="""","""",IF(Y268=0,""Studio"",Y268&"" BR"")&IF(Z268>0,""/""&Z268&"" BA"",""""))),"""")",,L268
Land Comp Profiles,Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D268,INDEX(P$97:P$188,$E268))),"""",INDEX(CompTableDataLand,$D268,INDEX(P$97:P$188,$E268))),"""")",,P268
Land Comp Profiles,Vacant Units,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D268,INDEX(R$97:R$188,$E268))),"""",INDEX(CompTableDataLand,$D268,INDEX(R$97:R$188,$E268))),"""")",,R268
Land Comp Profiles,Unknown_Field_T268,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D268,INDEX(T$97:T$188,$E268))),"""",INDEX(CompTableDataLand,$D268,INDEX(T$97:T$188,$E268))),"""")",,T268
Land Comp Profiles,Asking Rent/Unit,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D268,INDEX(V$97:V$188,$E268))),"""",INDEX(CompTableDataLand,$D268,INDEX(V$97:V$188,$E268))),"""")",,V268
Land Comp Profiles,Rev Unit1,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D268,INDEX(L$97:L$188,$E268))),"""",INDEX(CompTableDataLand,$D268,INDEX(L$97:L$188,$E268))),"""")",,Y268
Land Comp Profiles,Rev Unit2,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D268,_xlfn.SINGLE(INDEX(N$97:N$188,$E268))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D268,_xlfn.SINGLE(INDEX(N$97:N$188,$E268))))),"""")",,Z268
Land Comp Profiles,Occupied Units,"=IFERROR(P268-IF(ISNUMBER(R268),R268,0),0)",,AJ268
Land Comp Profiles,Unknown_Field_B269,=B268,,B269
Land Comp Profiles,Unknown_Field_C269,=C268,,C269
Land Comp Profiles,Unknown_Field_D269,=D268,,D269
Land Comp Profiles,Unknown_Field_E269,=E268+1,,E269
Land Comp Profiles,Unknown_Field_F269,=F268+1,,F269
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y269="""","""",Y269)&IF(Z269="""","""","" / ""&Z269),IF(Y269="""","""",IF(Y269=0,""Studio"",Y269&"" BR"")&IF(Z269>0,""/""&Z269&"" BA"",""""))),"""")",,L269
Land Comp Profiles,Unknown_Field_P269,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D269,INDEX(P$97:P$188,$E269))),"""",INDEX(CompTableDataLand,$D269,INDEX(P$97:P$188,$E269))),"""")",,P269
Land Comp Profiles,Unknown_Field_R269,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D269,INDEX(R$97:R$188,$E269))),"""",INDEX(CompTableDataLand,$D269,INDEX(R$97:R$188,$E269))),"""")",,R269
Land Comp Profiles,Unknown_Field_T269,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D269,INDEX(T$97:T$188,$E269))),"""",INDEX(CompTableDataLand,$D269,INDEX(T$97:T$188,$E269))),"""")",,T269
Land Comp Profiles,Unknown_Field_V269,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D269,INDEX(V$97:V$188,$E269))),"""",INDEX(CompTableDataLand,$D269,INDEX(V$97:V$188,$E269))),"""")",,V269
Land Comp Profiles,Unknown_Field_Y269,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D269,INDEX(L$97:L$188,$E269))),"""",INDEX(CompTableDataLand,$D269,INDEX(L$97:L$188,$E269))),"""")",,Y269
Land Comp Profiles,Unknown_Field_Z269,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D269,_xlfn.SINGLE(INDEX(N$97:N$188,$E269))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D269,_xlfn.SINGLE(INDEX(N$97:N$188,$E269))))),"""")",,Z269
Land Comp Profiles,Unknown_Field_AJ269,"=IFERROR(P269-IF(ISNUMBER(R269),R269,0),0)",,AJ269
Land Comp Profiles,Unknown_Field_B270,=B269,,B270
Land Comp Profiles,Unknown_Field_C270,=C269,,C270
Land Comp Profiles,Unknown_Field_D270,=D269,,D270
Land Comp Profiles,Unknown_Field_E270,=E269+1,,E270
Land Comp Profiles,Unknown_Field_F270,=F269+1,,F270
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y270="""","""",Y270)&IF(Z270="""","""","" / ""&Z270),IF(Y270="""","""",IF(Y270=0,""Studio"",Y270&"" BR"")&IF(Z270>0,""/""&Z270&"" BA"",""""))),"""")",,L270
Land Comp Profiles,Unknown_Field_P270,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D270,INDEX(P$97:P$188,$E270))),"""",INDEX(CompTableDataLand,$D270,INDEX(P$97:P$188,$E270))),"""")",,P270
Land Comp Profiles,Unknown_Field_R270,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D270,INDEX(R$97:R$188,$E270))),"""",INDEX(CompTableDataLand,$D270,INDEX(R$97:R$188,$E270))),"""")",,R270
Land Comp Profiles,Unknown_Field_T270,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D270,INDEX(T$97:T$188,$E270))),"""",INDEX(CompTableDataLand,$D270,INDEX(T$97:T$188,$E270))),"""")",,T270
Land Comp Profiles,Unknown_Field_V270,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D270,INDEX(V$97:V$188,$E270))),"""",INDEX(CompTableDataLand,$D270,INDEX(V$97:V$188,$E270))),"""")",,V270
Land Comp Profiles,Unknown_Field_Y270,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D270,INDEX(L$97:L$188,$E270))),"""",INDEX(CompTableDataLand,$D270,INDEX(L$97:L$188,$E270))),"""")",,Y270
Land Comp Profiles,Unknown_Field_Z270,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D270,_xlfn.SINGLE(INDEX(N$97:N$188,$E270))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D270,_xlfn.SINGLE(INDEX(N$97:N$188,$E270))))),"""")",,Z270
Land Comp Profiles,Unknown_Field_AJ270,"=IFERROR(P270-IF(ISNUMBER(R270),R270,0),0)",,AJ270
Land Comp Profiles,Unknown_Field_B271,=B270,,B271
Land Comp Profiles,Unknown_Field_C271,=C270,,C271
Land Comp Profiles,Unknown_Field_D271,=D270,,D271
Land Comp Profiles,Unknown_Field_E271,=E270+1,,E271
Land Comp Profiles,Unknown_Field_F271,=F270+1,,F271
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y271="""","""",Y271)&IF(Z271="""","""","" / ""&Z271),IF(Y271="""","""",IF(Y271=0,""Studio"",Y271&"" BR"")&IF(Z271>0,""/""&Z271&"" BA"",""""))),"""")",,L271
Land Comp Profiles,Unknown_Field_P271,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D271,INDEX(P$97:P$188,$E271))),"""",INDEX(CompTableDataLand,$D271,INDEX(P$97:P$188,$E271))),"""")",,P271
Land Comp Profiles,Unknown_Field_R271,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D271,INDEX(R$97:R$188,$E271))),"""",INDEX(CompTableDataLand,$D271,INDEX(R$97:R$188,$E271))),"""")",,R271
Land Comp Profiles,Unknown_Field_T271,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D271,INDEX(T$97:T$188,$E271))),"""",INDEX(CompTableDataLand,$D271,INDEX(T$97:T$188,$E271))),"""")",,T271
Land Comp Profiles,Unknown_Field_V271,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D271,INDEX(V$97:V$188,$E271))),"""",INDEX(CompTableDataLand,$D271,INDEX(V$97:V$188,$E271))),"""")",,V271
Land Comp Profiles,Unknown_Field_Y271,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D271,INDEX(L$97:L$188,$E271))),"""",INDEX(CompTableDataLand,$D271,INDEX(L$97:L$188,$E271))),"""")",,Y271
Land Comp Profiles,Unknown_Field_Z271,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D271,_xlfn.SINGLE(INDEX(N$97:N$188,$E271))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D271,_xlfn.SINGLE(INDEX(N$97:N$188,$E271))))),"""")",,Z271
Land Comp Profiles,Unknown_Field_AJ271,"=IFERROR(P271-IF(ISNUMBER(R271),R271,0),0)",,AJ271
Land Comp Profiles,Unknown_Field_B272,=B271,,B272
Land Comp Profiles,Unknown_Field_C272,=C271,,C272
Land Comp Profiles,Unknown_Field_D272,=D271,,D272
Land Comp Profiles,Unknown_Field_E272,=E271+1,,E272
Land Comp Profiles,Unknown_Field_F272,=F271+1,,F272
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y272="""","""",Y272)&IF(Z272="""","""","" / ""&Z272),IF(Y272="""","""",IF(Y272=0,""Studio"",Y272&"" BR"")&IF(Z272>0,""/""&Z272&"" BA"",""""))),"""")",,L272
Land Comp Profiles,Unknown_Field_P272,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D272,INDEX(P$97:P$188,$E272))),"""",INDEX(CompTableDataLand,$D272,INDEX(P$97:P$188,$E272))),"""")",,P272
Land Comp Profiles,Unknown_Field_R272,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D272,INDEX(R$97:R$188,$E272))),"""",INDEX(CompTableDataLand,$D272,INDEX(R$97:R$188,$E272))),"""")",,R272
Land Comp Profiles,Unknown_Field_T272,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D272,INDEX(T$97:T$188,$E272))),"""",INDEX(CompTableDataLand,$D272,INDEX(T$97:T$188,$E272))),"""")",,T272
Land Comp Profiles,Unknown_Field_V272,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D272,INDEX(V$97:V$188,$E272))),"""",INDEX(CompTableDataLand,$D272,INDEX(V$97:V$188,$E272))),"""")",,V272
Land Comp Profiles,Unknown_Field_Y272,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D272,INDEX(L$97:L$188,$E272))),"""",INDEX(CompTableDataLand,$D272,INDEX(L$97:L$188,$E272))),"""")",,Y272
Land Comp Profiles,Unknown_Field_Z272,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D272,_xlfn.SINGLE(INDEX(N$97:N$188,$E272))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D272,_xlfn.SINGLE(INDEX(N$97:N$188,$E272))))),"""")",,Z272
Land Comp Profiles,Unknown_Field_AJ272,"=IFERROR(P272-IF(ISNUMBER(R272),R272,0),0)",,AJ272
Land Comp Profiles,Unknown_Field_B273,=B272,,B273
Land Comp Profiles,Unknown_Field_C273,=C272,,C273
Land Comp Profiles,Unknown_Field_D273,=D272,,D273
Land Comp Profiles,Unknown_Field_E273,=E272+1,,E273
Land Comp Profiles,Unknown_Field_F273,=F272+1,,F273
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y273="""","""",Y273)&IF(Z273="""","""","" / ""&Z273),IF(Y273="""","""",IF(Y273=0,""Studio"",Y273&"" BR"")&IF(Z273>0,""/""&Z273&"" BA"",""""))),"""")",,L273
Land Comp Profiles,Unknown_Field_P273,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D273,INDEX(P$97:P$188,$E273))),"""",INDEX(CompTableDataLand,$D273,INDEX(P$97:P$188,$E273))),"""")",,P273
Land Comp Profiles,Unknown_Field_R273,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D273,INDEX(R$97:R$188,$E273))),"""",INDEX(CompTableDataLand,$D273,INDEX(R$97:R$188,$E273))),"""")",,R273
Land Comp Profiles,Unknown_Field_T273,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D273,INDEX(T$97:T$188,$E273))),"""",INDEX(CompTableDataLand,$D273,INDEX(T$97:T$188,$E273))),"""")",,T273
Land Comp Profiles,Unknown_Field_V273,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D273,INDEX(V$97:V$188,$E273))),"""",INDEX(CompTableDataLand,$D273,INDEX(V$97:V$188,$E273))),"""")",,V273
Land Comp Profiles,Unknown_Field_Y273,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D273,INDEX(L$97:L$188,$E273))),"""",INDEX(CompTableDataLand,$D273,INDEX(L$97:L$188,$E273))),"""")",,Y273
Land Comp Profiles,Unknown_Field_Z273,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D273,_xlfn.SINGLE(INDEX(N$97:N$188,$E273))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D273,_xlfn.SINGLE(INDEX(N$97:N$188,$E273))))),"""")",,Z273
Land Comp Profiles,Unknown_Field_AJ273,"=IFERROR(P273-IF(ISNUMBER(R273),R273,0),0)",,AJ273
Land Comp Profiles,Unknown_Field_B274,=B273,,B274
Land Comp Profiles,Unknown_Field_C274,=C273,,C274
Land Comp Profiles,Unknown_Field_D274,=D273,,D274
Land Comp Profiles,Unknown_Field_E274,=E273+1,,E274
Land Comp Profiles,Unknown_Field_F274,=F273+1,,F274
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y274="""","""",Y274)&IF(Z274="""","""","" / ""&Z274),IF(Y274="""","""",IF(Y274=0,""Studio"",Y274&"" BR"")&IF(Z274>0,""/""&Z274&"" BA"",""""))),"""")",,L274
Land Comp Profiles,Unknown_Field_P274,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D274,INDEX(P$97:P$188,$E274))),"""",INDEX(CompTableDataLand,$D274,INDEX(P$97:P$188,$E274))),"""")",,P274
Land Comp Profiles,Unknown_Field_R274,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D274,INDEX(R$97:R$188,$E274))),"""",INDEX(CompTableDataLand,$D274,INDEX(R$97:R$188,$E274))),"""")",,R274
Land Comp Profiles,Unknown_Field_T274,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D274,INDEX(T$97:T$188,$E274))),"""",INDEX(CompTableDataLand,$D274,INDEX(T$97:T$188,$E274))),"""")",,T274
Land Comp Profiles,Unknown_Field_V274,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D274,INDEX(V$97:V$188,$E274))),"""",INDEX(CompTableDataLand,$D274,INDEX(V$97:V$188,$E274))),"""")",,V274
Land Comp Profiles,Unknown_Field_Y274,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D274,INDEX(L$97:L$188,$E274))),"""",INDEX(CompTableDataLand,$D274,INDEX(L$97:L$188,$E274))),"""")",,Y274
Land Comp Profiles,Unknown_Field_Z274,"=IFERROR(IF(ISBLANK(_xlfn.SINGLE(INDEX(CompTableDataLand,$D274,_xlfn.SINGLE(INDEX(N$97:N$188,$E274))))),"""",_xlfn.SINGLE(INDEX(CompTableDataLand,$D274,_xlfn.SINGLE(INDEX(N$97:N$188,$E274))))),"""")",,Z274
Land Comp Profiles,Unknown_Field_AJ274,"=IFERROR(P274-IF(ISNUMBER(R274),R274,0),0)",,AJ274
Land Comp Profiles,Unknown_Field_B275,=B274,,B275
Land Comp Profiles,Unknown_Field_C275,=C274,,C275
Land Comp Profiles,Unknown_Field_D275,=D274,,D275
Land Comp Profiles,Unknown_Field_E275,=E274+1,,E275
Land Comp Profiles,Unknown_Field_F275,=F274+1,,F275
Land Comp Profiles,Hide,"=IFERROR(IF(N1PropertyType=""Mobile/Manufactured Home Park"",IF(Y275="""","""",Y275)&IF(Z275="""","""","" / ""&Z275),IF(Y275="""","""",IF(Y275=0,""Studio"",Y275&"" BR"")&IF(Z275>0,""/""&Z275&"" BA"",""""))),"""")",,L275
Land Comp Profiles,Unknown_Field_P275,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D275,INDEX(P$97:P$188,$E275))),"""",INDEX(CompTableDataLand,$D275,INDEX(P$97:P$188,$E275))),"""")",,P275
Land Comp Profiles,Unknown_Field_R275,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D275,INDEX(R$97:R$188,$E275))),"""",INDEX(CompTableDataLand,$D275,INDEX(R$97:R$188,$E275))),"""")",,R275
Land Comp Profiles,Unknown_Field_T275,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D275,INDEX(T$97:T$188,$E275))),"""",INDEX(CompTableDataLand,$D275,INDEX(T$97:T$188,$E275))),"""")",,T275
Land Comp Profiles,Unknown_Field_V275,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D275,INDEX(V$97:V$188,$E275))),"""",INDEX(CompTableDataLand,$D275,INDEX(V$97:V$188,$E275))),"""")",,V275
Land Comp Profiles,Unknown_Field_Y275,"=IFERROR(IF(ISBLANK(INDEX(CompTableDataLand,$D275,INDEX(L$97:L$188,$E275))),"""",INDEX(CompTableDataLand,$D275,INDEX(L$97:L$188,$E275))),"""")",,Y275
