Tab Name,Field Name,Formula Logic,Depends On,Named Range Dependencies,Cell Ref
Site,Water Frontage (Meters),"=IF(NumberOfParcels = 1,IF(AC81="""","""",AC81),IF(AA81=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC81:AV81),IF(AA81=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC81:AV81,TRUE)),IF(AA81=""Sum"",SUBTOTAL(109,AC81:AV81),IF(AC81="""","""",AC81)))))",,,Z81
Site,Parcel 1,"=SUBTOTAL(109,AC81:AV81)",,,AB81
Site,Parcel 1,"=IFERROR(N1DBWater_Frontage*0.3048,"""")",,,AC81
Site,Hide,"=1/((R82=""Show"")+(R82<>""Hide""))",,,S82
Site,Effective Water Frontage (Meters),"=IF(NumberOfParcels = 1,IF(AC82="""","""",AC82),IF(AA82=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC82:AV82),IF(AA82=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC82:AV82,TRUE)),IF(AA82=""Sum"",SUBTOTAL(109,AC82:AV82),IF(AC82="""","""",AC82)))))",,,Z82
Site,Parcel 1,"=SUBTOTAL(109,AC82:AV82)",,,AB82
Site,Parcel 1,"=IFERROR(N1DBEffective_Water_Frontage*0.3048,"""")",,,AC82
Site,Show,=N83,,,R83
Site,Show,"=1/((R83=""Show"")+(R83<>""Hide""))",,,S83
Site,View,"=IF(NumberOfParcels = 1,IF(AC83="""","""",AC83),IF(AA83=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC83:AV83),IF(AA83=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC83:AV83,TRUE)),IF(AA83=""Sum"",SUBTOTAL(109,AC83:AV83),IF(AC83="""","""",AC83)))))",,,Z83
Site,Parcel 1,=AC83,,,AB83
Site,Show,=N84,,,R84
Site,Show,"=1/((R84=""Show"")+(R84<>""Hide""))",,,S84
Site,Access,"=IF(NumberOfParcels = 1,IF(AC84="""","""",AC84),IF(AA84=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC84:AV84),IF(AA84=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC84:AV84,TRUE)),IF(AA84=""Sum"",SUBTOTAL(109,AC84:AV84),IF(AC84="""","""",AC84)))))",,,Z84
Site,Parcel 1,=N1Parcel1Access,,,AB84
Site,Show,=N85,,,R85
Site,Show,"=1/((R85=""Show"")+(R85<>""Hide""))",,,S85
Site,Site Visibility,"=IF(NumberOfParcels = 1,IF(AC85="""","""",AC85),IF(AA85=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC85:AV85),IF(AA85=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC85:AV85,TRUE)),IF(AA85=""Sum"",SUBTOTAL(109,AC85:AV85),IF(AC85="""","""",AC85)))))",,,Z85
Site,Parcel 1,=N1Parcel1Visibility,,,AB85
Site,Show,=N86,,,R86
Site,Show,"=1/((R86=""Show"")+(R86<>""Hide""))",,,S86
Site,Street Lighting,=N1Parcel1StreetLights,,,AB86
Site,Show,=N87,,,R87
Site,Show,"=1/((R87=""Show"")+(R87<>""Hide""))",,,S87
Site,Sidewalks,=N1Parcel1Sidewalk,,,AB87
Site,Show,=N88,,,R88
Site,Show,"=1/((R88=""Show"")+(R88<>""Hide""))",,,S88
Site,Curb and Gutter,=N1Parcel1CurbGutter,,,AB88
Site,Hide,=N89,,,R89
Site,Hide,"=1/((R89=""Show"")+(R89<>""Hide""))",,,S89
Site,Drainage,"=IF(NumberOfParcels = 1,IF(AC89="""","""",AC89),IF(AA89=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC89:AV89),IF(AA89=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC89:AV89,TRUE)),IF(AA89=""Sum"",SUBTOTAL(109,AC89:AV89),IF(AC89="""","""",AC89)))))",,,Z89
Site,Parcel 1,=N1Parcel1Drainage,,,AB89
Site,Show,=N90,,,R90
Site,Show,"=1/((R90=""Show"")+(R90<>""Hide""))",,,S90
Site,Landscaping,"=IF(NumberOfParcels = 1,IF(AC90="""","""",AC90),IF(AA90=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC90:AV90),IF(AA90=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC90:AV90,TRUE)),IF(AA90=""Sum"",SUBTOTAL(109,AC90:AV90),IF(AC90="""","""",AC90)))))",,,Z90
Site,Parcel 1,=AC90,,,AB90
Site,Hide,=N91,,,R91
Site,Hide,"=1/((R91=""Show"")+(R91<>""Hide""))",,,S91
Site,Hide,"=_xlfn.SINGLE(IF(NumberOfParcels = 1,IF(AC91="""","""",AC91),IF(AA91=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC91:AV91),IF(AND(AA91=""Sum"",SUM(AC91:AV91)<>0),SUMIF(AC$18:AV$18,""Show"",AC91:AV91),IF(AC91="""","""",AC91)))))",,,Z91
Site,Hide,=N1Parcel1Landscaping,,,AB91
Site,Show,=N92,,,R92
Site,Show,"=1/((R92=""Show"")+(R92<>""Hide""))",,,S92
Site,Topography,"=IF(NumberOfParcels = 1,IF(AC92="""","""",AC92),IF(AA92=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC92:AV92),IF(AA92=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC92:AV92,TRUE)),IF(AA92=""Sum"",SUBTOTAL(109,AC92:AV92),IF(AC92="""","""",AC92)))))",,,Z92
Site,Parcel 1,=AC92,,,AB92
Site,Hide,=N93,,,R93
Site,Hide,"=1/((R93=""Show"")+(R93<>""Hide""))",,,S93
Site,Hide,"=_xlfn.SINGLE(IF(NumberOfParcels = 1,IF(AC93="""","""",AC93),IF(AA93=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC93:AV93),IF(AND(AA93=""Sum"",SUM(AC93:AV93)<>0),SUMIF(AC$18:AV$18,""Show"",AC93:AV93),IF(AC93="""","""",AC93)))))",,,Z93
Site,Hide,=N1Parcel1Topography,,,AB93
Site,Show,=N94,,,R94
Site,Show,"=1/((R94=""Show"")+(R94<>""Hide""))",,,S94
Site,Shape,"=IF(NumberOfParcels = 1,IF(AC94="""","""",AC94),IF(AA94=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC94:AV94),IF(AA94=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC94:AV94,TRUE)),IF(AA94=""Sum"",SUBTOTAL(109,AC94:AV94),IF(AC94="""","""",AC94)))))",,,Z94
Site,Parcel 1,=AC94,,,AB94
Site,Hide,=N95,,,R95
Site,Hide,"=1/((R95=""Show"")+(R95<>""Hide""))",,,S95
Site,Hide,=N1Parcel1Shape,,,AB95
Site,Show,=N96,,,R96
Site,Show,"=1/((R96=""Show"")+(R96<>""Hide""))",,,S96
Site,Soil Conditions,=N1Parcel1SoilConditions,,,AB96
Site,Hide,"=1/((R97=""Show"")+(R97<>""Hide""))",,,S97
Site,Show,=N98,,,R98
Site,Show,"=1/((R98=""Show"")+(R98<>""Hide""))",,,S98
Site,FEMA Map #,"=IF(NumberOfParcels = 1,IF(AC98="""","""",AC98),IF(AA98=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC98:AV98),IF(AA98=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC98:AV98,TRUE)),IF(AA98=""Sum"",SUBTOTAL(109,AC98:AV98),IF(AC98="""","""",AC98)))))",,,Z98
Site,Parcel 1,=N1Parcel1FEMAMapNumber,,,AB98
Site,Show,=N99,,,R99
Site,Show,"=1/((R99=""Show"")+(R99<>""Hide""))",,,S99
Site,FEMA Map Date,"=IF(NumberOfParcels = 1,IF(AC99="""","""",AC99),IF(AA99=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC99:AV99),IF(AA99=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC99:AV99,TRUE)),IF(AA99=""Sum"",SUBTOTAL(109,AC99:AV99),IF(AC99="""","""",AC99)))))",,,Z99
Site,Parcel 1,=AC99,,,AB99
Site,Show,=N100,,,R100
Site,Show,"=1/((R100=""Show"")+(R100<>""Hide""))",,,S100
Site,Flood Zone,"=IF(NumberOfParcels = 1,IF(AC100="""","""",AC100),IF(AA100=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC100:AV100),IF(AA100=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC100:AV100,TRUE)),IF(AA100=""Sum"",SUBTOTAL(109,AC100:AV100),IF(AC100="""","""",AC100)))))",,,Z100
Site,Parcel 1,=AC100,,,AB100
Site,Show,=N101,,,R101
Site,Show,"=1/((R101=""Show"")+(R101<>""Hide""))",,,S101
Site,In Flood Plain,"=IF(N1Parcel1FloodZoneIsIsNot=""is not"",1,IF(N1Parcel1FloodZoneIsIsNot=""is"",3,0))",,,Z101
Site,In Flood Plain,=N1DBWithin_100_Year_Flood_Plain,,,AB101
Site,Show,=N102,,,R102
Site,Show,"=1/((R102=""Show"")+(R102<>""Hide""))",,,S102
Site,Area in Flood Zone,"=IF(NumberOfParcels = 1,IF(AC102="""","""",AC102),IF(AA102=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC102:AV102),IF(AA102=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC102:AV102,TRUE)),IF(AA102=""Sum"",SUBTOTAL(109,AC102:AV102),IF(AC102="""","""",AC102)))))",,,Z102
Site,Sum,=N1DBArea_in_Flood_Zone,,,AB102
Site,Show,=N103,,,R103
Site,Show,"=1/((R103=""Show"")+(R103<>""Hide""))",,,S103
Site,Flood Zone Comments,=N1Parcel1FloodZoneComments,,,AB103
Site,Show,=N104,,,R104
Site,Show,"=1/((R104=""Show"")+(R104<>""Hide""))",,,S104
Site,Site in Earthquake Zone,=N1Parcel1EarthquakeZone,,,AB104
Site,Show,=N105,,,R105
Site,Show,"=1/((R105=""Show"")+(R105<>""Hide""))",,,S105
Site,Earthquake Hazard Risk,"=IF(NumberOfParcels = 1,IF(AC105="""","""",AC105),IF(AA105=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC105:AV105),IF(AA105=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC105:AV105,TRUE)),IF(AA105=""Sum"",SUBTOTAL(109,AC105:AV105),IF(AC105="""","""",AC105)))))",,,Z105
Site,Show,=N106,,,R106
Site,Show,"=1/((R106=""Show"")+(R106<>""Hide""))",,,S106
Site,Earthquake Zone Comments,"=IF(NumberOfParcels = 1,IF(AC106="""","""",AC106),IF(AA106=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC106:AV106),IF(AA106=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC106:AV106,TRUE)),IF(AA106=""Sum"",SUBTOTAL(109,AC106:AV106),IF(AC106="""","""",AC106)))))",,,Z106
Site,Parcel 1,=N1Parcel1EarthquakeZoneComment,,,AB106
Site,Show,=N107,,,R107
Site,Show,"=1/((R107=""Show"")+(R107<>""Hide""))",,,S107
Site,Encumbrance / Easement Description,"=IF(NumberOfParcels = 1,IF(AC107="""","""",AC107),IF(AA107=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC107:AV107),IF(AA107=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC107:AV107,TRUE)),IF(AA107=""Sum"",SUBTOTAL(109,AC107:AV107),IF(AC107="""","""",AC107)))))",,,Z107
Site,Parcel 1,=AC107,,,AB107
Site,Show,=N108,,,R108
Site,Show,"=1/((R108=""Show"")+(R108<>""Hide""))",,,S108
Site,Environmental Issues,"=IF(NumberOfParcels = 1,IF(AC108="""","""",AC108),IF(AA108=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC108:AV108),IF(AA108=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC108:AV108,TRUE)),IF(AA108=""Sum"",SUBTOTAL(109,AC108:AV108),IF(AC108="""","""",AC108)))))",,,Z108
Site,Parcel 1,=AC108,,,AB108
Site,Show,=N109,,,R109
Site,Show,"=1/((R109=""Show"")+(R109<>""Hide""))",,,S109
Site,Wetlands Type,"=IF(NumberOfParcels = 1,IF(AC109="""","""",AC109),IF(AA109=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC109:AV109),IF(AA109=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC109:AV109,TRUE)),IF(AA109=""Sum"",SUBTOTAL(109,AC109:AV109),IF(AC109="""","""",AC109)))))",,,Z109
Site,Parcel 1,=N1Parcel1WetlandsType,,,AB109
Site,Show,=N110,,,R110
Site,Show,"=1/((R110=""Show"")+(R110<>""Hide""))",,,S110
Site,Wetland Acres,"=IF(NumberOfParcels = 1,IF(AC110="""","""",AC110),IF(AA110=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC110:AV110),IF(AA110=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC110:AV110,TRUE)),IF(AA110=""Sum"",SUBTOTAL(109,AC110:AV110),IF(AC110="""","""",AC110)))))",,,Z110
Site,Sum,"=SUMIF(AC$18:AV$18,""Show"",AC110:AV110)",,,AB110
Site,Show,=N111,,,R111
Site,Show,"=1/((R111=""Show"")+(R111<>""Hide""))",,,S111
Site,Percent Wetlands,"=IF(NumberOfParcels = 1,IF(AC111="""","""",AC111),IF(AA111=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC111:AV111),IF(AA111=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC111:AV111,TRUE)),IF(AA111=""Sum"",SUBTOTAL(109,AC111:AV111),IF(AC111="""","""",AC111)))))",,,Z111
Site,Parcel 1,"=SUMIF(AC$18:AL$18,""Show"",AC111:AL111)",,,AB111
Site,Parcel 1,"=IF(AC110<>"""",AC110/AC39,"""")",,,AC111
Site,Parcel 1,"=IF(AD110<>"""",AD110/AD39,"""")",,,AD111
Site,Parcel 1,"=IF(AE110<>"""",AE110/AE39,"""")",,,AE111
Site,Parcel 1,"=IF(AF110<>"""",AF110/AF39,"""")",,,AF111
Site,Parcel 1,"=IF(AG110<>"""",AG110/AG39,"""")",,,AG111
Site,Parcel 1,"=IF(AH110<>"""",AH110/AH39,"""")",,,AH111
Site,Parcel 1,"=IF(AI110<>"""",AI110/AI39,"""")",,,AI111
Site,Parcel 1,"=IF(AJ110<>"""",AJ110/AJ39,"""")",,,AJ111
Site,Parcel 1,"=IF(AK110<>"""",AK110/AK39,"""")",,,AK111
Site,Parcel 1,"=IF(AL110<>"""",AL110/AL39,"""")",,,AL111
Site,Parcel 1,"=IF(AM110<>"""",AM110/AM39,"""")",,,AM111
Site,Parcel 1,"=IF(AN110<>"""",AN110/AN39,"""")",,,AN111
Site,Parcel 1,"=IF(AO110<>"""",AO110/AO39,"""")",,,AO111
Site,Parcel 1,"=IF(AP110<>"""",AP110/AP39,"""")",,,AP111
Site,Unknown_Field_AQ111,"=IF(AQ110<>"""",AQ110/AQ39,"""")",,,AQ111
Site,Unknown_Field_AR111,"=IF(AR110<>"""",AR110/AR39,"""")",,,AR111
Site,Unknown_Field_AS111,"=IF(AS110<>"""",AS110/AS39,"""")",,,AS111
Site,Unknown_Field_AT111,"=IF(AT110<>"""",AT110/AT39,"""")",,,AT111
Site,Unknown_Field_AU111,"=IF(AU110<>"""",AU110/AU39,"""")",,,AU111
Site,Unknown_Field_AV111,"=IF(AV110<>"""",AV110/AV39,"""")",,,AV111
Site,Show,=N112,,,R112
Site,Show,"=1/((R112=""Show"")+(R112<>""Hide""))",,,S112
Site,Wetlands and Watershed Comments,=N1Parcel1WetlandsWatershedComments,,,AB112
Site,Hide,"=1/((R113=""Show"")+(R113<>""Hide""))",,,S113
Site,Show,=N114,,,R114
Site,Show,"=1/((R114=""Show"")+(R114<>""Hide""))",,,S114
Site,All Utilities to Site?,"=IF(AC114="""","""",IF(AC114=""All Available"",1,0))",,,Z114
Site,Parcel 1,=N1Parcel1AllUtilitiesToSite,,,AB114
Site,Show,=N115,,,R115
Site,Show,"=1/((R115=""Show"")+(R115<>""Hide""))",,,S115
Site,Adequacy of Utilities,"=IF(N1DBUtilities<>"""",""Yes"","""")",,,Z115
Site,Adequacy of Utilities,=N1Parcel1UtilitesAdequacy,,,AB115
Site,Show,=N116,,,R116
Site,Show,"=1/((R116=""Show"")+(R116<>""Hide""))",,,S116
Site,Public Electricity,=N1Parcel1Electricity,,,AB116
Site,Show,=N117,,,R117
Site,Show,"=1/((R117=""Show"")+(R117<>""Hide""))",,,S117
Site,Water Supply Type,=N1Parcel1Water,,,AB117
Site,Show,=N118,,,R118
Site,Show,"=1/((R118=""Show"")+(R118<>""Hide""))",,,S118
Site,Sewer Type,=N1Parcel1Sewer,,,AB118
Site,Show,=N119,,,R119
Site,Show,"=1/((R119=""Show"")+(R119<>""Hide""))",,,S119
Site,Natural Gas,=N1Parcel1Gas,,,AB119
Site,Show,=N120,,,R120
Site,Show,"=1/((R120=""Show"")+(R120<>""Hide""))",,,S120
Site,Utilities,"=IF(NumberOfParcels = 1,IF(AC120="""","""",AC120),IF(AA120=""Utilities"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC116:AC119,TRUE)),IF(AA120=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC120:AV120),IF(AA120=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC120:AV120,TRUE)),IF(AA120=""Sum"",SUBTOTAL(109,AC120:AV120),IF(AC120="""","""",AC120))))))",,,Z120
Site,Parcel 1,=N1DBUtilities,,,AB120
Site,Show,=N121,,,R121
Site,Show,"=1/((R121=""Show"")+(R121<>""Hide""))",,,S121
Site,Underground Utilities,=N1Parcel1UndergroundUtilities,,,AB121
Site,Show,=N122,,,R122
Site,Show,"=1/((R122=""Show"")+(R122<>""Hide""))",,,S122
Site,Irrigation Water,=N1Parcel1IrrigationWater,,,AB122
Site,Show,=N123,,,R123
Site,Show,"=1/((R123=""Show"")+(R123<>""Hide""))",,,S123
Site,Irrigation Water Description,=N1Parcel1IrrigationWaterDescription,,,AB123
Site,Show,=N124,,,R124
Site,Show,"=1/((R124=""Show"")+(R124<>""Hide""))",,,S124
Site,Rail Access,"=IF(N1Parcel1RailAccess="""","""",IF(OR(N1Parcel1RailAccess=""Unknown"",N1Parcel1RailAccess=""""),0,IF(N1Parcel1RailAccess=""Active Spur"",1,IF(N1Parcel1RailAccess=""Inactive Spur"",2,IF(N1Parcel1RailAccess=""Nearby"",3,IF(N1Parcel1RailAccess=""No"",4))))))",,,Z124
Site,Rail Access,=N1Parcel1RailAccess,,,AB124
Site,Hide,=N125,,,R125
Site,Hide,"=1/((R125=""Show"")+(R125<>""Hide""))",,,S125
Site,Water/Port Access,=N1Parcel1AccessWaterPort,,,AB125
Site,Hide,=N126,,,R126
Site,Hide,"=1/((R126=""Show"")+(R126<>""Hide""))",,,S126
Site,Water/Port Access Description,=N1Parcel1AccessWaterPortDescription,,,AB126
Site,Hide,=N127,,,R127
Site,Hide,"=1/((R127=""Show"")+(R127<>""Hide""))",,,S127
Site,Entitlements,"=IF(NumberOfParcels = 1,IF(AC127="""","""",AC127),IF(AA127=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC127:AV127),IF(AA127=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC127:AV127,TRUE)),IF(AA127=""Sum"",SUBTOTAL(109,AC127:AV127),IF(AC127="""","""",AC127)))))",,,Z127
Site,Parcel 1,=N1Parcel1Entitlements,,,AB127
Site,Show,=N128,,,R128
Site,Show,"=1/((R128=""Show"")+(R128<>""Hide""))",,,S128
Site,Distance from Campus,"=IF(NumberOfParcels = 1,IF(AC128="""","""",AC128),IF(AA128=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC128:AV128),IF(AA128=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC128:AV128,TRUE)),IF(AA128=""Sum"",SUBTOTAL(109,AC128:AV128),IF(AC128="""","""",AC128)))))",,,Z128
Site,Parcel 1,=AC128,,,AB128
Site,Show,=N129,,,R129
Site,Show,"=1/((R129=""Show"")+(R129<>""Hide""))",,,S129
Site,On/Off Hospital Campus,"=IF(NumberOfParcels = 1,IF(AC129="""","""",AC129),IF(AA129=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC129:AV129),IF(AA129=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC129:AV129,TRUE)),IF(AA129=""Sum"",SUBTOTAL(109,AC129:AV129),IF(AC129="""","""",AC129)))))",,,Z129
Site,Parcel 1,=AC129,,,AB129
Site,Show,=N130,,,R130
Site,Show,"=1/((R130=""Show"")+(R130<>""Hide""))",,,S130
Site,Show,"=INDEX(tblPropTypeGridAdjustments[esriRadius],MATCH(Site!$Y$130,tblPropTypeGridAdjustments[DBField],0))",Site,,T130
Site,Show,"=INDEX(tblPropTypeGridAdjustments[esriVariable],MATCH(Site!$Y$130,tblPropTypeGridAdjustments[DBField],0))",Site,,U130
Site,HSPI Index,"=IF(NumberOfParcels = 1,IF(AC130="""","""",AC130),IF(AA130=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC130:AV130),IF(AA130=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC130:AV130,TRUE)),IF(AA130=""Sum"",SUBTOTAL(109,AC130:AV130),IF(AC130="""","""",AC130)))))",,,Z130
Site,Parcel 1,=AC130,,,AB130
Site,Parcel 1,"=IFERROR(INDEX(tblDemographics[value],MATCH(IF(ISBLANK(File_InfoSubjectDatabaseID),""Subject Property"",File_InfoSubjectDatabaseID)&""|""&T130&""|""&U130,tblDemographics[key],0)),"""")",,,AC130
Site,Show,=N131,,,R131
Site,Show,"=1/((R131=""Show"")+(R131<>""Hide""))",,,S131
Site,Site Analysis & Comments,"=IF(NumberOfParcels = 1,IF(AC131="""","""",AC131),IF(AA131=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC131:AV131),IF(AA131=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC131:AV131,TRUE)),IF(AA131=""Sum"",SUBTOTAL(109,AC131:AV131),IF(AC131="""","""",AC131)))))",,,Z131
Site,Parcel 1,=N1DBSite_Comments,,,AB131
Site,Hide,"=1/((R138=""Show"")+(R138<>""Hide"")*(N138<>""Hide""))",,,S138
Site,Hide,"=1/((R139=""Show"")+(R139<>""Hide"")*(N139<>""Hide""))",,,S139
Site,Soil Type,"=_xlfn.SINGLE(IF(NumberOfParcels = 1,IF(AC139="""","""",AC139),IF(AA139=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC139:AV139),IF(AA139=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC139:AV139,TRUE)),IF(AA139=""Sum"",SUMIF(AC$18:AV$18,""Show"",AC139:AV139),IF(AC139="""","""",AC139))))))",,,Z139
Site,Parcel 1,=N1Parcel1SoilType,,,AB139
Site,Hide,"=1/((R140=""Show"")+(R140<>""Hide"")*(N140<>""Hide""))",,,S140
Site,Productivity Index,"=_xlfn.SINGLE(IF(NumberOfParcels = 1,IF(AC140="""","""",AC140),IF(AA140=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC140:AV140),IF(AA140=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC140:AV140,TRUE)),IF(AA140=""Sum"",SUMIF(AC$18:AV$18,""Show"",AC140:AV140),IF(AC140="""","""",AC140))))))",,,Z140
Site,Parcel 1,=N1Parcel1ProductivityIndex,,,AB140
Site,Hide,"=1/((R141=""Show"")+(R141<>""Hide"")*(N141<>""Hide""))",,,S141
Site,Tillable Acres,"=_xlfn.SINGLE(IF(NumberOfParcels = 1,IF(AC141="""","""",AC141),IF(AA141=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC141:AV141),IF(AA141=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC141:AV141,TRUE)),IF(AA141=""Sum"",SUMIF(AC$18:AV$18,""Show"",AC141:AV141),IF(AC141="""","""",AC141))))))",,,Z141
Site,Sum,"=SUMIF(AC$18:AL$18,""Show"",AC141:AL141)",,,AB141
Site,Hide,"=1/((R142=""Show"")+(R142<>""Hide"")*(N142<>""Hide""))",,,S142
Site,Percent Tillable,"=_xlfn.SINGLE(IF(NumberOfParcels = 1,IF(AC142="""","""",AC142),IF(AA142=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC142:AV142),IF(AA142=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC142:AV142,TRUE)),IF(AA142=""Sum"",SUMIF(AC$18:AV$18,""Show"",AC142:AV142),IF(AC142="""","""",AC142))))))",,,Z142
Site,Parcel 1,"=SUMIF(AC$18:AL$18,""Show"",AC142:AL142)",,,AB142
Site,Parcel 1,"=IF(AC141<>"""",AC141/AC39,"""")",,,AC142
Site,Parcel 1,"=IF(AD141<>"""",AD141/AD39,"""")",,,AD142
Site,Parcel 1,"=IF(AE141<>"""",AE141/AE39,"""")",,,AE142
Site,Parcel 1,"=IF(AF141<>"""",AF141/AF39,"""")",,,AF142
Site,Parcel 1,"=IF(AG141<>"""",AG141/AG39,"""")",,,AG142
Site,Parcel 1,"=IF(AH141<>"""",AH141/AH39,"""")",,,AH142
Site,Parcel 1,"=IF(AI141<>"""",AI141/AI39,"""")",,,AI142
Site,Parcel 1,"=IF(AJ141<>"""",AJ141/AJ39,"""")",,,AJ142
Site,Parcel 1,"=IF(AK141<>"""",AK141/AK39,"""")",,,AK142
Site,Parcel 1,"=IF(AL141<>"""",AL141/AL39,"""")",,,AL142
Site,Parcel 1,"=IF(AM141<>"""",AM141/AM39,"""")",,,AM142
Site,Parcel 1,"=IF(AN141<>"""",AN141/AN39,"""")",,,AN142
Site,Parcel 1,"=IF(AO141<>"""",AO141/AO39,"""")",,,AO142
Site,Parcel 1,"=IF(AP141<>"""",AP141/AP39,"""")",,,AP142
Site,Parcel 15,"=IF(AQ141<>"""",AQ141/AQ39,"""")",,,AQ142
Site,Parcel 16,"=IF(AR141<>"""",AR141/AR39,"""")",,,AR142
Site,Parcel 17,"=IF(AS141<>"""",AS141/AS39,"""")",,,AS142
Site,Parcel 18,"=IF(AT141<>"""",AT141/AT39,"""")",,,AT142
Site,Parcel 19,"=IF(AU141<>"""",AU141/AU39,"""")",,,AU142
Site,Parcel 20,"=IF(AV141<>"""",AV141/AV39,"""")",,,AV142
Site,Hide,"=1/((R143=""Show"")+(R143<>""Hide"")*(N143<>""Hide""))",,,S143
Site,Woodland Acres,"=_xlfn.SINGLE(IF(NumberOfParcels = 1,IF(AC143="""","""",AC143),IF(AA143=""Concatenate"",_xlfn.TEXTJOIN("","",TRUE,AC143:AV143),IF(AA143=""Unique Values"",_xlfn.TEXTJOIN("","",TRUE,_xlfn.UNIQUE(AC143:AV143,TRUE)),IF(AA143=""Sum"",SUMIF(AC$18:AV$18,""Show"",AC143:AV143),IF(AC143="""","""",AC143))))))",,,Z143
Site,Sum,"=SUMIF(AC$18:AL$18,""Show"",AC143:AL143)",,,AB143
