Sheet,Cell,Formula,Named Range
Sales Grid,FT1149,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1150,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1151,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1152,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1153,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1154,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1155,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1156,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1157,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1158,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1159,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1160,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1161,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1236,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1237,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1238,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1239,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1240,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1241,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1242,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1243,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1244,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1245,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1246,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1247,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1248,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1249,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1250,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1251,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1252,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1253,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1254,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1255,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1256,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1257,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1258,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1259,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1260,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1261,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1262,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1263,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1264,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1265,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1266,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1341,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1342,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1343,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1344,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1345,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1346,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1347,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1348,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1349,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1350,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1351,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1352,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1353,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1354,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1355,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1356,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1357,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1358,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1359,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1360,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1361,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1362,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1363,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1364,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1365,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1366,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1367,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1368,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1369,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1370,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1371,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1446,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1447,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1448,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1449,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1450,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1451,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1452,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1453,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1454,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1455,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1456,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1457,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1458,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1459,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1460,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1461,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1462,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1463,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1464,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1465,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1466,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1467,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1468,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1469,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1470,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1471,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1472,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1473,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1474,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1475,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1476,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1551,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1552,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1553,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1554,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1555,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1556,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1557,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1558,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1559,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1560,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1561,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1562,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1563,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1564,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1565,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1566,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1567,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1568,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1569,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1570,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1571,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1572,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1573,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1574,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1575,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1576,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1577,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1578,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1579,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1580,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1581,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1656,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",
Sales Grid,FT1657,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",
Sales Grid,FT1658,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",
Sales Grid,FT1659,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",
Sales Grid,FT1660,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",
Sales Grid,FT1661,"=IFERROR(IF(SalesGrid_ShowHideCompSections=""Office"",""Show"",""Hide""),""Hide"")",
Sales Grid,FT1662,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1663,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1664,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1665,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1666,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1667,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",
Sales Grid,FT1668,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1669,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1670,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1671,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1672,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1673,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",
Sales Grid,FT1674,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1675,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1676,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1677,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",
Sales Grid,FT1678,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1679,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1680,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1681,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1682,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1683,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",
Sales Grid,FT1684,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1685,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
Sales Grid,FT1686,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",
